Source,Target,Weight
00-0031800,00-0032782,1
00-0031800,00-0032975,2
00-0031800,00-0033611,1
00-0031800,00-0036626,2
00-0031800,00-0036628,2
00-0031800,00-0036671,2
00-0031800,00-0036755,2
00-0032009,00-0032602,1
00-0032009,00-0032782,1
00-0032009,00-0032975,1
00-0032009,00-0033282,1
00-0032009,00-0033611,1
00-0032009,00-0034104,1
00-0032009,00-0034577,1
00-0032009,00-0035659,1
00-0032009,00-0036328,1
00-0032009,00-0036626,1
00-0032009,00-0036628,1
00-0032009,00-0036671,1
00-0032009,00-0036755,1
00-0032602,00-0032782,1
00-0032602,00-0032975,2
00-0032602,00-0033282,2
00-0032602,00-0033611,1
00-0032602,00-0036626,2
00-0032602,00-0036628,2
00-0032602,00-0036671,2
00-0032602,00-0036755,2
00-0032782,00-0032975,1
00-0032782,00-0033282,1
00-0032782,00-0033611,1
00-0032782,00-0034577,1
00-0032782,00-0036328,1
00-0032782,00-0036626,1
00-0032782,00-0036628,1
00-0032782,00-0036671,1
00-0032782,00-0036755,1
00-0032975,00-0033282,3
00-0032975,00-0033611,1
00-0032975,00-0034104,2
00-0032975,00-0034577,1
00-0032975,00-0035659,3
00-0032975,00-0036328,3
00-0032975,00-0036626,3
00-0032975,00-0036628,3
00-0032975,00-0036671,2
00-0032975,00-0036755,2
00-0033282,00-0033611,1
00-0033282,00-0034104,2
00-0033282,00-0035659,3
00-0033282,00-0036328,3
00-0033282,00-0036626,3
00-0033282,00-0036628,3
00-0033282,00-0036671,2
00-0033282,00-0036755,2
00-0033611,00-0034104,1
00-0033611,00-0034577,1
00-0033611,00-0035659,1
00-0033611,00-0036328,1
00-0033611,00-0036626,1
00-0033611,00-0036628,1
00-0033611,00-0036671,1
00-0033611,00-0036755,1
00-0034104,00-0036626,2
00-0034104,00-0036628,2
00-0034104,00-0036671,2
00-0034104,00-0036755,2
00-0034577,00-0036626,1
00-0034577,00-0036628,1
00-0034577,00-0036671,1
00-0034577,00-0036755,1
00-0035659,00-0036626,4
00-0035659,00-0036628,4
00-0035659,00-0036671,2
00-0035659,00-0036755,2
00-0036328,00-0036626,3
00-0036328,00-0036628,3
00-0036328,00-0036671,2
00-0036328,00-0036755,2
00-0036626,00-0036628,4
00-0036626,00-0036671,2
00-0036626,00-0036755,2
00-0036628,00-0036671,2
00-0036628,00-0036755,2
00-0036671,00-0036755,2
00-0024417,00-0026300,1
00-0024417,00-0030513,1
00-0024417,00-0031285,1
00-0024417,00-0031325,1
00-0024417,00-0035249,1
00-0024417,00-0036457,1
00-0024417,00-0036550,1
00-0024417,00-0036582,1
00-0024417,00-0036630,1
00-0026300,00-0030513,1
00-0026300,00-0031285,1
00-0026300,00-0031325,1
00-0026300,00-0031598,1
00-0026300,00-0031690,1
00-0026300,00-0033376,2
00-0026300,00-0034753,2
00-0026300,00-0034796,2
00-0026300,00-0035249,1
00-0026300,00-0035662,1
00-0026300,00-0035703,1
00-0026300,00-0035993,1
00-0026300,00-0036133,1
00-0026300,00-0036331,1
00-0026300,00-0036457,1
00-0026300,00-0036550,2
00-0026300,00-0036582,1
00-0026300,00-0036630,2
00-0030513,00-0031285,1
00-0030513,00-0031325,1
00-0030513,00-0031598,1
00-0030513,00-0031690,2
00-0030513,00-0033376,1
00-0030513,00-0034753,1
00-0030513,00-0034796,1
00-0030513,00-0035249,1
00-0030513,00-0035662,1
00-0030513,00-0035703,1
00-0030513,00-0035993,1
00-0030513,00-0036133,1
00-0030513,00-0036331,1
00-0030513,00-0036457,1
00-0030513,00-0036550,1
00-0030513,00-0036582,1
00-0030513,00-0036630,1
00-0031285,00-0031325,1
00-0031285,00-0031598,1
00-0031285,00-0031690,1
00-0031285,00-0033376,1
00-0031285,00-0034753,1
00-0031285,00-0034796,1
00-0031285,00-0035249,1
00-0031285,00-0035662,1
00-0031285,00-0035703,1
00-0031285,00-0035993,1
00-0031285,00-0036133,1
00-0031285,00-0036331,1
00-0031285,00-0036457,1
00-0031285,00-0036550,1
00-0031285,00-0036582,1
00-0031285,00-0036630,1
00-0031325,00-0031598,1
00-0031325,00-0031690,1
00-0031325,00-0033376,2
00-0031325,00-0034753,2
00-0031325,00-0034796,2
00-0031325,00-0035249,2
00-0031325,00-0035662,1
00-0031325,00-0035703,1
00-0031325,00-0035993,2
00-0031325,00-0036133,2
00-0031325,00-0036331,2
00-0031325,00-0036457,1
00-0031325,00-0036550,2
00-0031325,00-0036582,1
00-0031325,00-0036630,2
00-0031598,00-0035249,1
00-0031598,00-0036457,1
00-0031598,00-0036550,1
00-0031598,00-0036582,1
00-0031598,00-0036630,1
00-0031690,00-0035249,1
00-0031690,00-0036457,1
00-0031690,00-0036550,1
00-0031690,00-0036582,1
00-0031690,00-0036630,1
00-0033376,00-0035249,2
00-0033376,00-0036457,1
00-0033376,00-0036550,4
00-0033376,00-0036582,1
00-0033376,00-0036630,4
00-0034753,00-0035249,2
00-0034753,00-0036457,1
00-0034753,00-0036550,4
00-0034753,00-0036582,1
00-0034753,00-0036630,4
00-0034796,00-0035249,2
00-0034796,00-0036457,1
00-0034796,00-0036550,4
00-0034796,00-0036582,1
00-0034796,00-0036630,4
00-0035249,00-0035662,1
00-0035249,00-0035703,1
00-0035249,00-0035993,2
00-0035249,00-0036133,2
00-0035249,00-0036331,2
00-0035249,00-0036457,1
00-0035249,00-0036550,2
00-0035249,00-0036582,1
00-0035249,00-0036630,2
00-0035662,00-0036457,2
00-0035662,00-0036550,1
00-0035662,00-0036582,1
00-0035662,00-0036630,1
00-0035703,00-0036457,1
00-0035703,00-0036550,1
00-0035703,00-0036582,1
00-0035703,00-0036630,1
00-0035993,00-0036457,1
00-0035993,00-0036550,3
00-0035993,00-0036582,1
00-0035993,00-0036630,3
00-0036133,00-0036457,1
00-0036133,00-0036550,2
00-0036133,00-0036582,1
00-0036133,00-0036630,2
00-0036331,00-0036457,1
00-0036331,00-0036550,3
00-0036331,00-0036582,1
00-0036331,00-0036630,3
00-0036457,00-0036550,1
00-0036457,00-0036582,1
00-0036457,00-0036630,1
00-0036550,00-0036582,1
00-0036550,00-0036630,4
00-0036582,00-0036630,1
00-0025394,00-0028292,1
00-0025394,00-0029263,1
00-0025394,00-0030565,1
00-0025394,00-0032211,1
00-0025394,00-0032426,1
00-0025394,00-0033594,1
00-0025394,00-0033895,1
00-0025394,00-0034159,1
00-0025394,00-0034750,1
00-0025394,00-0035022,1
00-0025394,00-0035594,1
00-0025394,00-0035640,1
00-0025394,00-0036244,1
00-0025394,00-0036247,1
00-0025394,00-0036425,1
00-0025394,00-0036620,1
00-0028292,00-0033895,1
00-0028292,00-0036620,2
00-0029263,00-0033895,1
00-0029263,00-0036620,1
00-0030565,00-0033895,1
00-0030565,00-0036620,3
00-0032211,00-0033895,1
00-0032211,00-0036620,3
00-0032426,00-0033895,1
00-0032426,00-0036620,1
00-0033594,00-0033895,1
00-0033594,00-0036620,1
00-0033895,00-0034159,1
00-0033895,00-0034750,1
00-0033895,00-0035022,1
00-0033895,00-0035594,2
00-0033895,00-0035640,1
00-0033895,00-0036244,1
00-0033895,00-0036247,1
00-0033895,00-0036425,1
00-0033895,00-0036620,1
00-0034159,00-0036620,3
00-0034750,00-0036620,2
00-0035022,00-0036620,2
00-0035594,00-0036620,2
00-0035640,00-0036620,3
00-0036244,00-0036620,3
00-0036247,00-0036620,1
00-0036425,00-0036620,3
00-0026035,00-0028118,1
00-0026035,00-0032128,1
00-0026035,00-0032187,1
00-0026035,00-0032398,1
00-0026035,00-0033421,1
00-0026035,00-0033439,1
00-0026035,00-0034278,1
00-0026035,00-0034331,1
00-0026035,00-0034364,1
00-0026035,00-0034838,1
00-0026035,00-0035101,1
00-0026035,00-0036069,1
00-0026035,00-0036554,1
00-0026035,00-0036556,1
00-0026035,00-0036898,1
00-0028118,00-0030288,1
00-0028118,00-0031236,1
00-0028118,00-0032128,1
00-0028118,00-0032187,1
00-0028118,00-0032208,1
00-0028118,00-0032398,1
00-0028118,00-0033421,1
00-0028118,00-0033439,1
00-0028118,00-0034278,1
00-0028118,00-0034331,1
00-0028118,00-0034364,1
00-0028118,00-0034838,1
00-0028118,00-0035101,1
00-0028118,00-0036069,1
00-0028118,00-0036554,1
00-0028118,00-0036556,1
00-0028118,00-0036898,1
00-0030288,00-0032128,1
00-0030288,00-0032187,1
00-0030288,00-0032398,2
00-0030288,00-0033421,1
00-0030288,00-0033439,1
00-0030288,00-0034278,1
00-0030288,00-0034331,1
00-0030288,00-0034364,2
00-0030288,00-0034838,2
00-0030288,00-0035101,1
00-0030288,00-0036069,1
00-0030288,00-0036554,2
00-0030288,00-0036556,2
00-0030288,00-0036898,2
00-0031236,00-0032128,1
00-0031236,00-0032398,2
00-0031236,00-0033421,1
00-0031236,00-0034278,1
00-0031236,00-0034331,1
00-0031236,00-0034838,2
00-0031236,00-0035101,1
00-0031236,00-0036554,2
00-0031236,00-0036556,2
00-0031236,00-0036898,2
00-0032128,00-0032187,1
00-0032128,00-0032208,1
00-0032128,00-0032398,1
00-0032128,00-0033421,1
00-0032128,00-0033439,1
00-0032128,00-0034278,1
00-0032128,00-0034331,1
00-0032128,00-0034364,1
00-0032128,00-0034838,1
00-0032128,00-0035101,1
00-0032128,00-0036069,1
00-0032128,00-0036554,1
00-0032128,00-0036556,1
00-0032128,00-0036898,1
00-0032187,00-0032208,1
00-0032187,00-0032398,1
00-0032187,00-0033421,1
00-0032187,00-0034278,1
00-0032187,00-0034331,1
00-0032187,00-0034838,1
00-0032187,00-0035101,1
00-0032187,00-0036554,1
00-0032187,00-0036556,1
00-0032187,00-0036898,1
00-0032208,00-0032398,2
00-0032208,00-0033421,1
00-0032208,00-0033439,1
00-0032208,00-0034278,1
00-0032208,00-0034331,1
00-0032208,00-0034364,2
00-0032208,00-0034838,2
00-0032208,00-0035101,1
00-0032208,00-0036069,1
00-0032208,00-0036554,2
00-0032208,00-0036556,2
00-0032208,00-0036898,2
00-0032398,00-0033421,1
00-0032398,00-0033439,1
00-0032398,00-0034278,1
00-0032398,00-0034331,1
00-0032398,00-0034364,2
00-0032398,00-0034838,2
00-0032398,00-0035101,1
00-0032398,00-0036069,1
00-0032398,00-0036554,2
00-0032398,00-0036556,2
00-0032398,00-0036898,2
00-0033421,00-0033439,1
00-0033421,00-0034278,1
00-0033421,00-0034331,1
00-0033421,00-0034364,1
00-0033421,00-0034838,1
00-0033421,00-0035101,1
00-0033421,00-0036069,1
00-0033421,00-0036554,1
00-0033421,00-0036556,1
00-0033421,00-0036898,1
00-0033439,00-0034278,1
00-0033439,00-0034331,1
00-0033439,00-0034838,1
00-0033439,00-0035101,1
00-0033439,00-0036554,1
00-0033439,00-0036556,1
00-0033439,00-0036898,1
00-0034278,00-0034331,1
00-0034278,00-0034364,1
00-0034278,00-0034838,1
00-0034278,00-0035101,1
00-0034278,00-0036069,1
00-0034278,00-0036554,1
00-0034278,00-0036556,1
00-0034278,00-0036898,1
00-0034331,00-0034364,1
00-0034331,00-0034838,1
00-0034331,00-0035101,1
00-0034331,00-0036069,1
00-0034331,00-0036554,1
00-0034331,00-0036556,1
00-0034331,00-0036898,1
00-0034364,00-0034838,2
00-0034364,00-0035101,1
00-0034364,00-0036554,2
00-0034364,00-0036556,2
00-0034364,00-0036898,2
00-0034838,00-0035101,1
00-0034838,00-0036069,1
00-0034838,00-0036554,2
00-0034838,00-0036556,2
00-0034838,00-0036898,2
00-0035101,00-0036069,1
00-0035101,00-0036554,1
00-0035101,00-0036556,1
00-0035101,00-0036898,1
00-0036069,00-0036554,1
00-0036069,00-0036556,1
00-0036069,00-0036898,1
00-0036554,00-0036556,4
00-0036554,00-0036898,4
00-0036556,00-0036898,4
00-0026143,00-0028097,1
00-0026143,00-0030578,1
00-0026143,00-0032063,1
00-0026143,00-0032778,1
00-0026143,00-0033950,1
00-0026143,00-0034343,1
00-0026143,00-0035572,1
00-0026143,00-0036825,1
00-0026143,00-0036951,1
00-0026143,00-0036970,1
00-0028097,00-0032063,1
00-0028097,00-0032778,1
00-0028097,00-0033094,1
00-0028097,00-0033950,1
00-0028097,00-0034132,1
00-0028097,00-0034343,1
00-0028097,00-0034411,1
00-0028097,00-0034830,1
00-0028097,00-0034837,1
00-0028097,00-0035208,1
00-0028097,00-0035273,1
00-0028097,00-0035572,1
00-0028097,00-0036825,1
00-0028097,00-0036951,1
00-0028097,00-0036970,1
00-0030578,00-0030968,3
00-0030578,00-0032063,1
00-0030578,00-0032778,1
00-0030578,00-0033094,1
00-0030578,00-0033950,1
00-0030578,00-0034132,1
00-0030578,00-0034343,1
00-0030578,00-0034411,1
00-0030578,00-0034830,1
00-0030578,00-0034837,1
00-0030578,00-0035208,2
00-0030578,00-0035273,1
00-0030578,00-0035572,2
00-0030578,00-0036825,2
00-0030578,00-0036951,2
00-0030578,00-0036970,3
00-0030968,00-0032063,1
00-0030968,00-0032778,1
00-0030968,00-0033094,1
00-0030968,00-0033950,1
00-0030968,00-0034343,1
00-0030968,00-0035572,2
00-0030968,00-0036825,2
00-0030968,00-0036951,2
00-0030968,00-0036970,3
00-0032063,00-0032778,1
00-0032063,00-0033094,1
00-0032063,00-0033950,1
00-0032063,00-0034132,1
00-0032063,00-0034343,1
00-0032063,00-0034411,1
00-0032063,00-0034830,1
00-0032063,00-0034837,1
00-0032063,00-0035208,1
00-0032063,00-0035273,1
00-0032063,00-0035572,1
00-0032063,00-0036825,1
00-0032063,00-0036951,1
00-0032063,00-0036970,1
00-0032778,00-0033094,1
00-0032778,00-0033950,1
00-0032778,00-0034132,1
00-0032778,00-0034343,1
00-0032778,00-0034411,1
00-0032778,00-0034830,1
00-0032778,00-0034837,1
00-0032778,00-0035208,1
00-0032778,00-0035273,1
00-0032778,00-0035572,1
00-0032778,00-0036825,1
00-0032778,00-0036951,1
00-0032778,00-0036970,1
00-0033094,00-0033950,1
00-0033094,00-0034132,1
00-0033094,00-0034343,1
00-0033094,00-0034830,1
00-0033094,00-0035208,1
00-0033094,00-0035273,1
00-0033094,00-0035572,1
00-0033094,00-0036825,1
00-0033094,00-0036951,1
00-0033094,00-0036970,1
00-0033950,00-0034132,1
00-0033950,00-0034343,1
00-0033950,00-0034411,1
00-0033950,00-0034830,1
00-0033950,00-0034837,1
00-0033950,00-0035208,1
00-0033950,00-0035273,1
00-0033950,00-0035572,1
00-0033950,00-0036825,1
00-0033950,00-0036951,1
00-0033950,00-0036970,1
00-0034132,00-0034343,1
00-0034132,00-0035572,1
00-0034132,00-0036825,1
00-0034132,00-0036951,1
00-0034132,00-0036970,1
00-0034343,00-0034411,1
00-0034343,00-0034830,1
00-0034343,00-0034837,1
00-0034343,00-0035208,1
00-0034343,00-0035273,1
00-0034343,00-0035572,1
00-0034343,00-0036825,1
00-0034343,00-0036951,1
00-0034343,00-0036970,1
00-0034411,00-0035572,1
00-0034411,00-0036825,1
00-0034411,00-0036951,1
00-0034411,00-0036970,1
00-0034830,00-0035572,1
00-0034830,00-0036825,1
00-0034830,00-0036951,1
00-0034830,00-0036970,1
00-0034837,00-0035572,1
00-0034837,00-0036825,1
00-0034837,00-0036951,1
00-0034837,00-0036970,1
00-0035208,00-0035572,2
00-0035208,00-0036825,2
00-0035208,00-0036951,2
00-0035208,00-0036970,2
00-0035273,00-0035572,1
00-0035273,00-0036825,1
00-0035273,00-0036951,1
00-0035273,00-0036970,1
00-0035572,00-0036825,2
00-0035572,00-0036951,2
00-0035572,00-0036970,2
00-0036825,00-0036951,2
00-0036825,00-0036970,2
00-0036951,00-0036970,2
00-0026158,00-0032058,1
00-0026158,00-0032214,1
00-0026158,00-0033300,1
00-0026158,00-0033681,1
00-0026158,00-0033871,2
00-0026158,00-0034401,2
00-0026158,00-0034433,1
00-0026158,00-0035045,1
00-0026158,00-0035187,1
00-0026158,00-0036313,2
00-0026158,00-0036491,1
00-0026158,00-0036510,1
00-0026158,00-0036924,2
00-0026158,00-0036980,3
00-0026158,00-0037013,2
00-0030108,00-0032058,1
00-0030108,00-0032214,1
00-0030108,00-0033300,1
00-0030108,00-0033681,1
00-0030108,00-0033871,1
00-0030108,00-0034401,1
00-0030108,00-0034433,1
00-0030108,00-0035045,1
00-0030108,00-0035187,1
00-0030108,00-0036313,1
00-0030108,00-0036491,1
00-0030108,00-0036510,1
00-0030108,00-0036924,1
00-0030108,00-0036980,1
00-0030108,00-0037013,1
00-0031941,00-0032058,1
00-0031941,00-0032214,1
00-0031941,00-0033300,1
00-0031941,00-0033681,1
00-0031941,00-0033871,1
00-0031941,00-0034401,1
00-0031941,00-0034433,1
00-0031941,00-0035045,1
00-0031941,00-0035187,1
00-0031941,00-0036313,1
00-0031941,00-0036491,1
00-0031941,00-0036510,1
00-0031941,00-0036924,1
00-0031941,00-0036980,1
00-0031941,00-0037013,1
00-0032058,00-0032098,1
00-0032058,00-0032214,2
00-0032058,00-0033300,1
00-0032058,00-0033681,1
00-0032058,00-0033871,1
00-0032058,00-0034401,1
00-0032058,00-0034419,1
00-0032058,00-0034433,1
00-0032058,00-0034631,1
00-0032058,00-0035045,1
00-0032058,00-0035259,1
00-0032058,00-0035510,1
00-0032058,00-0035537,1
00-0032058,00-0036255,1
00-0032058,00-0036269,1
00-0032058,00-0036313,1
00-0032058,00-0036491,1
00-0032058,00-0036510,1
00-0032058,00-0036924,1
00-0032058,00-0036980,1
00-0032058,00-0037013,1
00-0032098,00-0032214,1
00-0032098,00-0033300,1
00-0032098,00-0033681,1
00-0032098,00-0033871,1
00-0032098,00-0034401,1
00-0032098,00-0034433,1
00-0032098,00-0035045,1
00-0032098,00-0035187,1
00-0032098,00-0036313,1
00-0032098,00-0036491,1
00-0032098,00-0036510,1
00-0032098,00-0036924,1
00-0032098,00-0036980,1
00-0032098,00-0037013,1
00-0032214,00-0033300,1
00-0032214,00-0033681,1
00-0032214,00-0033871,1
00-0032214,00-0034401,1
00-0032214,00-0034419,1
00-0032214,00-0034433,1
00-0032214,00-0034631,1
00-0032214,00-0035045,1
00-0032214,00-0035187,1
00-0032214,00-0035259,1
00-0032214,00-0035510,1
00-0032214,00-0035537,1
00-0032214,00-0036255,1
00-0032214,00-0036269,1
00-0032214,00-0036313,1
00-0032214,00-0036491,1
00-0032214,00-0036510,1
00-0032214,00-0036924,1
00-0032214,00-0036980,1
00-0032214,00-0037013,1
00-0033300,00-0033681,1
00-0033300,00-0033871,1
00-0033300,00-0034401,1
00-0033300,00-0034419,1
00-0033300,00-0034433,1
00-0033300,00-0034631,1
00-0033300,00-0035045,1
00-0033300,00-0035187,1
00-0033300,00-0035259,1
00-0033300,00-0035510,1
00-0033300,00-0035537,1
00-0033300,00-0036255,1
00-0033300,00-0036269,1
00-0033300,00-0036313,1
00-0033300,00-0036491,1
00-0033300,00-0036510,1
00-0033300,00-0036924,1
00-0033300,00-0036980,1
00-0033300,00-0037013,1
00-0033681,00-0033871,1
00-0033681,00-0034401,1
00-0033681,00-0034419,1
00-0033681,00-0034433,1
00-0033681,00-0034631,1
00-0033681,00-0035045,1
00-0033681,00-0035187,1
00-0033681,00-0035259,1
00-0033681,00-0035510,1
00-0033681,00-0035537,1
00-0033681,00-0036255,1
00-0033681,00-0036269,1
00-0033681,00-0036313,1
00-0033681,00-0036491,1
00-0033681,00-0036510,1
00-0033681,00-0036924,1
00-0033681,00-0036980,1
00-0033681,00-0037013,1
00-0033871,00-0034401,2
00-0033871,00-0034419,2
00-0033871,00-0034433,1
00-0033871,00-0034631,1
00-0033871,00-0035045,1
00-0033871,00-0035187,1
00-0033871,00-0035259,1
00-0033871,00-0035510,2
00-0033871,00-0035537,2
00-0033871,00-0036255,2
00-0033871,00-0036269,1
00-0033871,00-0036313,2
00-0033871,00-0036491,1
00-0033871,00-0036510,1
00-0033871,00-0036924,2
00-0033871,00-0036980,2
00-0033871,00-0037013,2
00-0034401,00-0034419,3
00-0034401,00-0034433,1
00-0034401,00-0034631,1
00-0034401,00-0035045,1
00-0034401,00-0035187,1
00-0034401,00-0035259,1
00-0034401,00-0035510,2
00-0034401,00-0035537,3
00-0034401,00-0036255,2
00-0034401,00-0036269,1
00-0034401,00-0036313,2
00-0034401,00-0036491,1
00-0034401,00-0036510,1
00-0034401,00-0036924,2
00-0034401,00-0036980,2
00-0034401,00-0037013,2
00-0034419,00-0034433,1
00-0034419,00-0035045,1
00-0034419,00-0035187,1
00-0034419,00-0036313,2
00-0034419,00-0036491,1
00-0034419,00-0036510,1
00-0034419,00-0036924,2
00-0034419,00-0036980,2
00-0034419,00-0037013,2
00-0034433,00-0034631,1
00-0034433,00-0035045,1
00-0034433,00-0035187,1
00-0034433,00-0035259,1
00-0034433,00-0035510,1
00-0034433,00-0036255,1
00-0034433,00-0036269,1
00-0034433,00-0036313,1
00-0034433,00-0036491,1
00-0034433,00-0036510,2
00-0034433,00-0036924,1
00-0034433,00-0036980,1
00-0034433,00-0037013,2
00-0034631,00-0035045,1
00-0034631,00-0035187,1
00-0034631,00-0036313,1
00-0034631,00-0036491,1
00-0034631,00-0036510,1
00-0034631,00-0036924,1
00-0034631,00-0036980,1
00-0034631,00-0037013,1
00-0035045,00-0035187,1
00-0035045,00-0035259,1
00-0035045,00-0035510,1
00-0035045,00-0035537,1
00-0035045,00-0036255,1
00-0035045,00-0036269,1
00-0035045,00-0036313,1
00-0035045,00-0036491,1
00-0035045,00-0036510,1
00-0035045,00-0036924,1
00-0035045,00-0036980,1
00-0035045,00-0037013,1
00-0035187,00-0035259,1
00-0035187,00-0035510,1
00-0035187,00-0035537,1
00-0035187,00-0036255,1
00-0035187,00-0036269,1
00-0035187,00-0036313,1
00-0035187,00-0036491,1
00-0035187,00-0036510,1
00-0035187,00-0036924,1
00-0035187,00-0036980,1
00-0035187,00-0037013,1
00-0035259,00-0036313,1
00-0035259,00-0036491,1
00-0035259,00-0036510,1
00-0035259,00-0036924,1
00-0035259,00-0036980,1
00-0035259,00-0037013,1
00-0035510,00-0036313,2
00-0035510,00-0036491,1
00-0035510,00-0036510,1
00-0035510,00-0036924,2
00-0035510,00-0036980,2
00-0035510,00-0037013,2
00-0035537,00-0036313,2
00-0035537,00-0036491,1
00-0035537,00-0036510,1
00-0035537,00-0036924,2
00-0035537,00-0036980,2
00-0035537,00-0037013,2
00-0036255,00-0036313,2
00-0036255,00-0036491,1
00-0036255,00-0036510,1
00-0036255,00-0036924,2
00-0036255,00-0036980,2
00-0036255,00-0037013,2
00-0036269,00-0036313,1
00-0036269,00-0036491,1
00-0036269,00-0036510,1
00-0036269,00-0036924,1
00-0036269,00-0036980,1
00-0036269,00-0037013,1
00-0036313,00-0036491,1
00-0036313,00-0036510,1
00-0036313,00-0036924,2
00-0036313,00-0036980,2
00-0036313,00-0037013,2
00-0036491,00-0036510,1
00-0036491,00-0036924,1
00-0036491,00-0036980,1
00-0036491,00-0037013,1
00-0036510,00-0036924,1
00-0036510,00-0036980,1
00-0036510,00-0037013,2
00-0036924,00-0036980,2
00-0036924,00-0037013,2
00-0036980,00-0037013,2
00-0026189,00-0031280,1
00-0026189,00-0031610,1
00-0026189,00-0032268,1
00-0026189,00-0033025,1
00-0026189,00-0033118,2
00-0026189,00-0033891,1
00-0026189,00-0033958,1
00-0026189,00-0034726,1
00-0026189,00-0034981,1
00-0026189,00-0034983,1
00-0026189,00-0035125,1
00-0026189,00-0035428,1
00-0026189,00-0035700,1
00-0026189,00-0036357,1
00-0026189,00-0036365,1
00-0026189,00-0036523,1
00-0029119,00-0032741,1
00-0029119,00-0033118,1
00-0029119,00-0034726,1
00-0029119,00-0035428,1
00-0029119,00-0036523,1
00-0031280,00-0032741,1
00-0031280,00-0033118,1
00-0031280,00-0034726,1
00-0031280,00-0035428,1
00-0031280,00-0036523,1
00-0031610,00-0032741,1
00-0031610,00-0033118,1
00-0031610,00-0034726,1
00-0031610,00-0035428,1
00-0031610,00-0036523,1
00-0032268,00-0032741,1
00-0032268,00-0033118,1
00-0032268,00-0034726,1
00-0032268,00-0035428,1
00-0032268,00-0036523,1
00-0032741,00-0033025,1
00-0032741,00-0033118,1
00-0032741,00-0033891,1
00-0032741,00-0033958,1
00-0032741,00-0034726,1
00-0032741,00-0034981,1
00-0032741,00-0034983,1
00-0032741,00-0035125,1
00-0032741,00-0035428,1
00-0032741,00-0035700,1
00-0032741,00-0036357,1
00-0032741,00-0036365,1
00-0032741,00-0036523,1
00-0033025,00-0033118,1
00-0033025,00-0034726,1
00-0033025,00-0035428,1
00-0033025,00-0036523,1
00-0033118,00-0033891,1
00-0033118,00-0033958,1
00-0033118,00-0034726,1
00-0033118,00-0034981,1
00-0033118,00-0034983,1
00-0033118,00-0035125,1
00-0033118,00-0035428,1
00-0033118,00-0035700,1
00-0033118,00-0036357,1
00-0033118,00-0036365,1
00-0033118,00-0036523,1
00-0033891,00-0034726,1
00-0033891,00-0035428,1
00-0033891,00-0036523,1
00-0033958,00-0034726,1
00-0033958,00-0035428,1
00-0033958,00-0036523,1
00-0034726,00-0034981,1
00-0034726,00-0034983,1
00-0034726,00-0035125,1
00-0034726,00-0035428,1
00-0034726,00-0035700,1
00-0034726,00-0036357,1
00-0034726,00-0036365,1
00-0034726,00-0036523,1
00-0034981,00-0035428,1
00-0034981,00-0036523,1
00-0034983,00-0035428,1
00-0034983,00-0036523,1
00-0035125,00-0035428,1
00-0035125,00-0036523,1
00-0035428,00-0035700,1
00-0035428,00-0036357,1
00-0035428,00-0036365,1
00-0035428,00-0036523,1
00-0035700,00-0036523,1
00-0036357,00-0036523,1
00-0036365,00-0036523,1
00-0026197,00-0029164,1
00-0026197,00-0029664,1
00-0026197,00-0031376,2
00-0026197,00-0031595,2
00-0026197,00-0032062,2
00-0026197,00-0035149,1
00-0026197,00-0035547,2
00-0026197,00-0035715,1
00-0026197,00-0036637,2
00-0029164,00-0029664,1
00-0029164,00-0030506,1
00-0029164,00-0031376,1
00-0029164,00-0031595,1
00-0029164,00-0032062,1
00-0029164,00-0032775,1
00-0029164,00-0033040,1
00-0029164,00-0033481,1
00-0029164,00-0033873,1
00-0029164,00-0034297,1
00-0029164,00-0034301,1
00-0029164,00-0035140,1
00-0029164,00-0035149,1
00-0029164,00-0035547,1
00-0029164,00-0035715,1
00-0029164,00-0035889,1
00-0029164,00-0036360,1
00-0029164,00-0036637,1
00-0029664,00-0030506,1
00-0029664,00-0031376,1
00-0029664,00-0031595,1
00-0029664,00-0032062,1
00-0029664,00-0032775,1
00-0029664,00-0033040,1
00-0029664,00-0033481,1
00-0029664,00-0033873,1
00-0029664,00-0034297,1
00-0029664,00-0034301,1
00-0029664,00-0035140,1
00-0029664,00-0035149,1
00-0029664,00-0035547,1
00-0029664,00-0035715,1
00-0029664,00-0035889,1
00-0029664,00-0036360,1
00-0029664,00-0036637,1
00-0030506,00-0031376,3
00-0030506,00-0031595,2
00-0030506,00-0035149,1
00-0030506,00-0035547,3
00-0030506,00-0035715,1
00-0030506,00-0036637,4
00-0031376,00-0031595,2
00-0031376,00-0032775,1
00-0031376,00-0033040,1
00-0031376,00-0033481,2
00-0031376,00-0033873,3
00-0031376,00-0034297,1
00-0031376,00-0034301,1
00-0031376,00-0035140,3
00-0031376,00-0035149,1
00-0031376,00-0035547,2
00-0031376,00-0035715,1
00-0031376,00-0035889,3
00-0031376,00-0036360,3
00-0031376,00-0036637,3
00-0031595,00-0032062,2
00-0031595,00-0032775,1
00-0031595,00-0033040,1
00-0031595,00-0033481,2
00-0031595,00-0033873,2
00-0031595,00-0034297,1
00-0031595,00-0034301,1
00-0031595,00-0035140,2
00-0031595,00-0035149,1
00-0031595,00-0035547,2
00-0031595,00-0035715,1
00-0031595,00-0035889,2
00-0031595,00-0036360,2
00-0031595,00-0036637,2
00-0032062,00-0033481,2
00-0032062,00-0035149,1
00-0032062,00-0035547,2
00-0032062,00-0035715,1
