Source,Target,Weight
00-0027150,00-0033773,179.44
00-0027150,00-0034845,799.64
00-0027656,00-0029664,206.72
00-0027656,00-0030578,190.72
00-0027656,00-0031301,112.11999999999999
00-0027656,00-0031360,115.02
00-0027656,00-0033773,109.02
00-0027656,00-0034845,311.62
00-0027925,00-0029664,135.72
00-0027925,00-0030578,119.72
00-0027925,00-0031301,41.12
00-0027925,00-0031360,44.019999999999996
00-0027925,00-0033773,38.019999999999996
00-0027925,00-0034845,388.52
00-0028237,00-0029664,180.42
00-0028237,00-0030578,164.42
00-0028237,00-0031301,85.82
00-0028237,00-0031360,88.72
00-0028237,00-0033773,82.72
00-0028237,00-0034845,285.32000000000005
00-0029664,00-0029689,106.12
00-0029664,00-0030288,171.22
00-0029664,00-0030578,185.12
00-0029664,00-0031062,310.82000000000005
00-0029664,00-0031301,106.52
00-0029664,00-0031360,109.42
00-0029664,00-0032208,172.32000000000002
00-0029664,00-0033387,214.52
00-0029664,00-0033773,103.42
00-0029664,00-0034845,306.02000000000004
00-0029689,00-0030578,90.12
00-0029689,00-0031301,11.52
00-0029689,00-0031360,14.419999999999998
00-0029689,00-0033773,8.42
00-0029689,00-0034845,211.01999999999998
00-0030288,00-0030578,155.22
00-0030288,00-0031360,79.52
00-0030288,00-0033773,73.52
00-0030288,00-0034845,652.3199999999999
00-0030578,00-0031062,294.82000000000005
00-0030578,00-0031301,90.52
00-0030578,00-0031360,93.42
00-0030578,00-0032208,156.32000000000002
00-0030578,00-0033387,92.62
00-0030578,00-0033773,87.42
00-0030578,00-0034845,290.02000000000004
00-0031062,00-0031301,216.22
00-0031062,00-0031360,219.12
00-0031062,00-0033773,213.12
00-0031062,00-0034845,837.02
00-0031301,00-0031360,14.82
00-0031301,00-0032208,77.72
00-0031301,00-0033387,14.02
00-0031301,00-0033773,8.82
00-0031301,00-0034845,211.42
00-0031360,00-0032208,80.62
00-0031360,00-0033387,16.919999999999998
00-0031360,00-0033773,11.719999999999999
00-0031360,00-0034845,214.32
00-0032208,00-0033773,74.62
00-0032208,00-0034845,497.22
00-0033387,00-0033773,10.92
00-0033387,00-0034845,213.51999999999998
00-0033773,00-0034845,208.32
00-0020531,00-0030433,346.7
00-0020531,00-0031237,674.76
00-0020531,00-0031912,358.9
00-0020531,00-0032450,832.7199999999999
00-0020531,00-0032975,343.6
00-0020531,00-0033357,1093.9
00-0020531,00-0033382,840.82
00-0020531,00-0034011,364.5
00-0020531,00-0034317,383.2
00-0020531,00-0034765,1027.72
00-0022943,00-0025396,104.62
00-0022943,00-0029931,76.82
00-0022943,00-0030433,62.120000000000005
00-0022943,00-0031237,66.14
00-0022943,00-0031912,74.32000000000001
00-0022943,00-0032450,74.32000000000001
00-0022943,00-0032765,276.12
00-0022943,00-0032881,71.92
00-0022943,00-0032975,59.02
00-0022943,00-0033095,66.12
00-0022943,00-0033357,96.48
00-0022943,00-0033382,81.12
00-0022943,00-0033770,59.92
00-0022943,00-0033906,353.82
00-0022943,00-0034011,79.92
00-0022943,00-0034317,98.62
00-0022943,00-0034765,134.62
00-0025396,00-0030433,54.620000000000005
00-0025396,00-0031237,206.79999999999998
00-0025396,00-0031912,66.82000000000001
00-0025396,00-0032450,131.12
00-0025396,00-0032975,51.52
00-0025396,00-0033357,245.38000000000002
00-0025396,00-0033382,132.22
00-0025396,00-0034011,72.42
00-0025396,00-0034317,91.12
00-0025396,00-0034765,238.22
00-0027966,00-0030433,140.32
00-0027966,00-0031237,144.34
00-0027966,00-0031912,152.52
00-0027966,00-0032450,275.52000000000004
00-0027966,00-0032975,137.22
00-0027966,00-0033357,544.9
00-0027966,00-0033382,159.32
00-0027966,00-0034011,158.12
00-0027966,00-0034317,212.72000000000003
00-0027966,00-0034765,418.0200000000001
00-0029931,00-0030433,26.819999999999997
00-0029931,00-0031912,39.019999999999996
00-0029931,00-0032450,51.22
00-0029931,00-0032975,23.72
00-0029931,00-0033357,165.48
00-0029931,00-0033382,52.31999999999999
00-0029931,00-0034011,44.62
00-0029931,00-0034317,63.32
00-0029931,00-0034765,158.32
00-0030216,00-0030433,36.52
00-0030216,00-0031237,171.89999999999998
00-0030216,00-0031912,48.72
00-0030216,00-0032450,108.22
00-0030216,00-0032975,33.42
00-0030216,00-0033357,369.40000000000003
00-0030216,00-0033382,116.32
00-0030216,00-0034011,54.32
00-0030216,00-0034317,73.02000000000001
00-0030216,00-0034765,303.22
00-0030433,00-0031237,16.14
00-0030433,00-0031912,24.32
00-0030433,00-0032450,24.32
00-0030433,00-0032765,226.11999999999998
00-0030433,00-0032881,21.919999999999998
00-0030433,00-0033095,16.12
00-0030433,00-0033357,46.480000000000004
00-0030433,00-0033382,31.119999999999997
00-0030433,00-0033770,9.92
00-0030433,00-0033906,303.82
00-0030433,00-0034011,29.919999999999998
00-0030433,00-0034317,48.620000000000005
00-0030433,00-0034765,84.62
00-0031237,00-0031912,28.34
00-0031237,00-0032450,125.39999999999999
00-0031237,00-0032765,553.2
00-0031237,00-0032881,25.939999999999998
00-0031237,00-0032975,13.04
00-0031237,00-0033095,20.14
00-0031237,00-0033357,239.66
00-0031237,00-0033382,126.5
00-0031237,00-0033770,104.39999999999999
00-0031237,00-0033906,577.32
00-0031237,00-0034011,33.94
00-0031237,00-0034317,295.16
00-0031237,00-0034765,232.49999999999997
00-0031912,00-0032450,36.52
00-0031912,00-0032765,238.32
00-0031912,00-0032881,34.12
00-0031912,00-0032975,21.22
00-0031912,00-0033095,28.32
00-0031912,00-0033357,58.68
00-0031912,00-0033382,43.32
00-0031912,00-0033770,22.119999999999997
00-0031912,00-0033906,316.02
00-0031912,00-0034011,42.12
00-0031912,00-0034317,60.82
00-0031912,00-0034765,96.82000000000001
00-0032450,00-0032765,576.02
00-0032450,00-0032881,37.72
00-0032450,00-0032975,21.22
00-0032450,00-0033095,35.02
00-0032450,00-0033357,576.12
00-0032450,00-0033382,61.22
00-0032450,00-0033770,28.72
00-0032450,00-0033906,1175.94
00-0032450,00-0034011,42.12
00-0032450,00-0034317,67.12
00-0032450,00-0034765,344.9200000000001
00-0032765,00-0032975,223.01999999999998
00-0032765,00-0033357,1130.82
00-0032765,00-0033382,544.52
00-0032765,00-0034011,243.92
00-0032765,00-0034317,360.02
00-0032765,00-0034765,800.32
00-0032881,00-0032975,18.82
00-0032881,00-0033357,206.8
00-0032881,00-0033382,51.52
00-0032881,00-0034011,39.72
00-0032881,00-0034317,58.42
00-0032881,00-0034765,185.92
00-0032975,00-0033095,13.02
00-0032975,00-0033357,43.38
00-0032975,00-0033382,28.02
00-0032975,00-0033770,6.82
00-0032975,00-0033906,300.72
00-0032975,00-0034011,26.82
00-0032975,00-0034317,45.52
00-0032975,00-0034765,81.52
00-0033095,00-0033357,172.1
00-0033095,00-0033382,35.12
00-0033095,00-0034011,33.92
00-0033095,00-0034317,52.620000000000005
00-0033095,00-0034765,148.22
00-0033357,00-0033382,322.40000000000003
00-0033357,00-0033770,142.98
00-0033357,00-0033906,2229.4999999999995
00-0033357,00-0034011,64.28
00-0033357,00-0034317,341.80000000000007
00-0033357,00-0034765,853.32
00-0033382,00-0033770,29.819999999999997
00-0033382,00-0033906,834.3399999999999
00-0033382,00-0034011,48.92
00-0033382,00-0034317,67.62
00-0033382,00-0034765,256.22
00-0033770,00-0034011,27.72
00-0033770,00-0034317,46.42
00-0033770,00-0034765,135.82
00-0033906,00-0034011,321.62
00-0033906,00-0034317,664.52
00-0033906,00-0034765,1453.14
00-0034011,00-0034317,66.42
00-0034011,00-0034765,102.42
00-0034317,00-0034765,156.72
00-0021206,00-0027691,54.379999999999995
00-0021206,00-0029580,28.88
00-0021206,00-0030170,26.88
00-0021206,00-0031023,75.38
00-0021206,00-0033581,26.38
00-0021206,00-0033953,43.879999999999995
00-0021206,00-0034164,58.18
00-0021206,00-0034560,26.78
00-0021206,00-0034653,56.1
00-0021206,00-0034766,100.68
00-0021206,00-0034869,194.57999999999998
00-0027691,00-0028064,82.91999999999999
00-0027691,00-0029159,76.72
00-0027691,00-0029580,36.019999999999996
00-0027691,00-0030170,34.019999999999996
00-0027691,00-0030656,153.32
00-0027691,00-0031023,82.52
00-0027691,00-0031690,40.82
00-0027691,00-0032120,38.32
00-0027691,00-0032688,140.02
00-0027691,00-0032959,36.12
00-0027691,00-0033295,100.52000000000001
00-0027691,00-0033581,33.519999999999996
00-0027691,00-0033953,51.019999999999996
00-0027691,00-0034164,65.32
00-0027691,00-0034560,33.92
00-0027691,00-0034653,47.92
00-0027691,00-0034766,107.82
00-0027691,00-0034869,201.72
00-0028064,00-0029580,57.419999999999995
00-0028064,00-0030170,55.419999999999995
00-0028064,00-0030656,174.72
00-0028064,00-0033581,54.919999999999995
00-0028064,00-0033953,72.41999999999999
00-0028064,00-0034164,86.72
00-0028064,00-0034560,55.31999999999999
00-0028064,00-0034653,69.32
00-0028064,00-0034766,156.12
00-0028064,00-0034869,438.48
00-0029159,00-0029580,51.22
00-0029159,00-0030170,49.22
00-0029159,00-0030656,168.52
00-0029159,00-0031023,97.72
00-0029159,00-0033581,48.72
00-0029159,00-0033953,66.22
00-0029159,00-0034164,80.52
00-0029159,00-0034560,49.12
00-0029159,00-0034653,63.120000000000005
00-0029159,00-0034766,123.02000000000001
00-0029159,00-0034869,216.92
00-0029580,00-0030170,8.52
00-0029580,00-0030656,127.82000000000001
00-0029580,00-0031023,57.019999999999996
00-0029580,00-0031690,15.32
00-0029580,00-0032120,12.82
00-0029580,00-0032688,114.52000000000001
00-0029580,00-0032959,10.620000000000001
00-0029580,00-0033295,75.02000000000001
00-0029580,00-0033581,8.02
00-0029580,00-0033953,25.519999999999996
00-0029580,00-0034164,39.82
00-0029580,00-0034560,8.42
00-0029580,00-0034653,22.419999999999998
00-0029580,00-0034766,82.32000000000001
00-0029580,00-0034869,176.22
00-0030170,00-0030656,125.82000000000001
00-0030170,00-0031023,55.019999999999996
00-0030170,00-0031690,13.32
00-0030170,00-0032120,10.82
00-0030170,00-0032688,112.52000000000001
00-0030170,00-0032959,8.62
00-0030170,00-0033295,73.02000000000001
00-0030170,00-0033581,6.02
00-0030170,00-0033953,23.519999999999996
00-0030170,00-0034164,37.82
00-0030170,00-0034560,6.42
00-0030170,00-0034653,20.42
00-0030170,00-0034766,80.32000000000001
00-0030170,00-0034869,174.22
00-0030656,00-0031023,174.32
00-0030656,00-0031690,132.62
00-0030656,00-0032120,130.12
00-0030656,00-0032688,231.82000000000002
00-0030656,00-0032959,127.92
00-0030656,00-0033295,192.32000000000002
00-0030656,00-0033581,125.32000000000001
00-0030656,00-0033953,142.82
00-0030656,00-0034164,157.12
00-0030656,00-0034560,125.72
00-0030656,00-0034653,139.72
00-0030656,00-0034766,199.62
00-0030656,00-0034869,293.52000000000004
00-0031023,00-0031690,61.82
00-0031023,00-0032120,59.32
00-0031023,00-0033295,121.52000000000001
00-0031023,00-0033581,54.519999999999996
00-0031023,00-0033953,72.02
00-0031023,00-0034164,86.32
00-0031023,00-0034560,54.919999999999995
00-0031023,00-0034653,68.92
00-0031023,00-0034766,127.11999999999999
00-0031023,00-0034869,409.48
00-0031690,00-0033581,12.82
00-0031690,00-0033953,30.319999999999997
00-0031690,00-0034164,44.62
00-0031690,00-0034560,13.219999999999999
00-0031690,00-0034653,27.22
00-0031690,00-0034766,87.12
00-0031690,00-0034869,181.01999999999998
00-0032120,00-0033581,10.32
00-0032120,00-0033953,27.819999999999997
00-0032120,00-0034164,42.12
00-0032120,00-0034560,10.719999999999999
00-0032120,00-0034653,24.72
00-0032120,00-0034766,84.62
00-0032120,00-0034869,178.51999999999998
00-0032688,00-0033581,112.02000000000001
00-0032688,00-0033953,129.52
00-0032688,00-0034164,277.82000000000005
00-0032688,00-0034560,112.42
00-0032688,00-0034653,126.42
00-0032688,00-0034766,297.32000000000005
00-0032688,00-0034869,822.46
00-0032959,00-0033581,8.12
00-0032959,00-0033953,25.619999999999997
00-0032959,00-0034164,39.92
00-0032959,00-0034560,8.52
00-0032959,00-0034653,22.52
00-0032959,00-0034766,82.42
00-0032959,00-0034869,176.32
00-0033295,00-0033581,72.52000000000001
00-0033295,00-0033953,90.02000000000001
00-0033295,00-0034164,104.32000000000001
00-0033295,00-0034560,72.92
00-0033295,00-0034653,86.92
00-0033295,00-0034766,146.82000000000002
00-0033295,00-0034869,240.72
00-0033581,00-0033953,23.019999999999996
00-0033581,00-0034164,37.32
00-0033581,00-0034560,5.92
00-0033581,00-0034653,19.92
00-0033581,00-0034766,79.82000000000001
00-0033581,00-0034869,173.72
00-0033953,00-0034164,54.81999999999999
00-0033953,00-0034560,23.419999999999998
00-0033953,00-0034653,37.42
00-0033953,00-0034766,97.32
00-0033953,00-0034869,191.22
00-0034164,00-0034560,37.72
00-0034164,00-0034653,51.72
00-0034164,00-0034766,111.62
00-0034164,00-0034869,205.51999999999998
00-0034560,00-0034653,20.32
00-0034560,00-0034766,80.22
00-0034560,00-0034869,174.12
00-0034653,00-0034766,94.22
00-0034653,00-0034869,188.12
00-0034766,00-0034869,614.6
00-0021547,00-0028142,98.52
00-0021547,00-0029249,66.62
00-0021547,00-0030565,65.14
00-0021547,00-0033566,72.62
00-0021547,00-0033696,69.02
00-0021547,00-0034440,115.82
00-0021547,00-0034565,73.42
00-0022942,00-0028142,607.08
00-0022942,00-0029249,325.88000000000005
00-0022942,00-0030565,324.40000000000003
00-0022942,00-0033566,573.3800000000001
00-0022942,00-0033696,564.98
00-0022942,00-0034440,632.78
00-0022942,00-0034565,332.68000000000006
00-0028142,00-0029249,37.62
00-0028142,00-0029269,84.22
00-0028142,00-0030279,547.32
00-0028142,00-0030565,36.14
00-0028142,00-0031953,55.22
00-0028142,00-0032144,434.62000000000006
00-0028142,00-0032160,144.72
00-0028142,00-0032897,63.019999999999996
00-0028142,00-0033090,242.92
00-0028142,00-0033536,430.62
00-0028142,00-0033566,63.42
00-0028142,00-0033696,55.019999999999996
00-0028142,00-0033699,528.72
00-0028142,00-0034440,180.11999999999998
00-0028142,00-0034565,44.419999999999995
00-0029249,00-0029269,35.52
00-0029249,00-0030279,188.02
00-0029249,00-0030565,4.24
00-0029249,00-0031953,5.72
00-0029249,00-0032144,250.12
00-0029249,00-0032160,112.82
00-0029249,00-0032897,7.119999999999999
00-0029249,00-0033090,5.72
00-0029249,00-0033536,155.92
00-0029249,00-0033566,11.719999999999999
00-0029249,00-0033696,8.12
00-0029249,00-0033699,141.72
00-0029249,00-0034440,54.92
00-0029249,00-0034565,12.52
00-0029269,00-0030565,34.04
00-0029269,00-0033566,50.519999999999996
00-0029269,00-0033696,42.120000000000005
00-0029269,00-0034440,109.92
00-0029269,00-0034565,42.32
00-0030279,00-0030565,186.54000000000002
00-0030279,00-0033566,357.52000000000004
00-0030279,00-0033696,349.12
00-0030279,00-0034440,824.3199999999999
00-0030279,00-0034565,194.82000000000002
00-0030565,00-0031953,4.24
00-0030565,00-0032144,248.64000000000001
00-0030565,00-0032160,111.33999999999999
00-0030565,00-0032897,5.64
00-0030565,00-0033090,4.24
00-0030565,00-0033536,154.44
00-0030565,00-0033566,10.239999999999998
00-0030565,00-0033696,6.64
00-0030565,00-0033699,140.24
00-0030565,00-0034440,53.440000000000005
00-0030565,00-0034565,11.04
00-0031953,00-0033536,272.02
00-0031953,00-0033566,21.52
00-0031953,00-0033696,13.120000000000001
00-0031953,00-0033699,364.52000000000004
00-0031953,00-0034440,80.92
00-0031953,00-0034565,12.52
00-0032144,00-0033566,400.9200000000001
00-0032144,00-0033696,392.52000000000004
00-0032144,00-0034440,460.32000000000005
00-0032144,00-0034565,256.92
00-0032160,00-0033566,118.82
00-0032160,00-0033696,115.22
00-0032160,00-0034440,162.02
00-0032160,00-0034565,119.61999999999999
00-0032897,00-0033566,29.32
00-0032897,00-0033696,20.919999999999998
00-0032897,00-0034440,88.72
00-0032897,00-0034565,13.919999999999998
00-0033090,00-0033566,112.92
00-0033090,00-0033696,104.52000000000001
00-0033090,00-0034440,303.9200000000001
00-0033090,00-0034565,12.52
00-0033536,00-0033566,280.22
00-0033536,00-0033696,271.82000000000005
00-0033536,00-0034440,726.4200000000001
00-0033536,00-0034565,162.72
00-0033566,00-0033696,21.32
00-0033566,00-0033699,372.72
00-0033566,00-0034440,89.12
00-0033566,00-0034565,18.52
00-0033696,00-0033699,364.32000000000005
00-0033696,00-0034440,80.72
00-0033696,00-0034565,14.919999999999998
00-0033699,00-0034440,927.72
00-0033699,00-0034565,148.52
00-0034440,00-0034565,61.72
00-0022787,00-0027215,20.919999999999998
00-0022787,00-0031569,8.32
00-0022787,00-0033094,26.72
00-0022787,00-0033374,6.92
00-0022787,00-0033567,180.52
00-0022787,00-0033576,10.62
00-0022787,00-0034378,174.62
00-0022787,00-0034411,205.48
00-0022787,00-0034837,506.62
00-0026143,00-0027215,374.78000000000003
00-0026143,00-0031569,362.18
00-0026143,00-0033374,360.78000000000003
00-0026143,00-0033567,1051.66
00-0026143,00-0033576,364.48
00-0026143,00-0034378,1045.76
00-0026143,00-0034411,1396.5400000000002
00-0026143,00-0034837,1640.78
00-0027215,00-0027944,233.72
00-0027215,00-0029632,137.22
00-0027215,00-0031285,29.919999999999998
00-0027215,00-0031570,46.12
00-0027215,00-0032058,182.42
00-0027215,00-0032392,112.82
00-0027215,00-0033094,41.72
00-0027215,00-0033374,21.919999999999998
00-0027215,00-0033567,35.42
00-0027215,00-0033576,25.619999999999997
00-0027215,00-0034378,91.52
00-0027215,00-0034411,27.119999999999997
00-0027215,00-0034837,163.62
00-0027944,00-0031569,221.12
00-0027944,00-0033374,219.72
00-0027944,00-0033567,631.02
00-0027944,00-0033576,223.42000000000002
00-0027944,00-0034378,625.12
00-0027944,00-0034411,789.38
00-0027944,00-0034837,957.1200000000001
00-0029632,00-0031569,124.62
00-0029632,00-0033374,123.22
00-0029632,00-0033567,136.72
00-0029632,00-0033576,126.92
00-0029632,00-0034378,192.82000000000002
00-0029632,00-0034411,128.42000000000002
00-0029632,00-0034837,264.9200000000001
00-0031285,00-0031569,17.32
00-0031285,00-0033374,15.919999999999998
00-0031285,00-0033567,225.22
00-0031285,00-0033576,19.619999999999997
00-0031285,00-0034378,249.42
00-0031285,00-0034411,211.51999999999998
00-0031285,00-0034837,430.22
00-0031569,00-0031570,33.52
00-0031569,00-0032058,169.82
00-0031569,00-0032392,100.22
00-0031569,00-0033094,29.119999999999997
00-0031569,00-0033374,9.32
00-0031569,00-0033567,22.82
00-0031569,00-0033576,13.02
00-0031569,00-0034378,78.92
00-0031569,00-0034411,14.52
00-0031569,00-0034837,151.02
00-0031570,00-0033374,32.120000000000005
00-0031570,00-0033567,122.32
00-0031570,00-0033576,35.82
00-0031570,00-0034378,146.52
00-0031570,00-0034411,108.62
00-0031570,00-0034837,327.32000000000005
00-0032058,00-0033374,168.42
00-0032058,00-0033567,181.92
00-0032058,00-0033576,172.12
00-0032058,00-0034378,238.02
00-0032058,00-0034411,173.62
00-0032058,00-0034837,310.12
00-0032392,00-0033374,98.82
00-0032392,00-0033567,286.22
00-0032392,00-0033576,102.52
00-0032392,00-0034378,310.42
00-0032392,00-0034411,272.52000000000004
00-0032392,00-0034837,491.22
00-0033094,00-0033374,27.72
00-0033094,00-0033567,41.22
00-0033094,00-0033576,31.419999999999998
00-0033094,00-0034378,97.32
00-0033094,00-0034411,130.92000000000002
00-0033094,00-0034837,210.52
00-0033374,00-0033567,21.419999999999998
00-0033374,00-0033576,11.620000000000001
00-0033374,00-0034378,77.52
00-0033374,00-0034411,13.120000000000001
00-0033374,00-0034837,149.62
00-0033567,00-0033576,25.119999999999997
00-0033567,00-0034378,284.22
00-0033567,00-0034411,315.08000000000004
00-0033567,00-0034837,616.22
00-0033576,00-0034378,81.22
00-0033576,00-0034411,16.82
00-0033576,00-0034837,153.32000000000002
00-0034378,00-0034411,309.18000000000006
00-0034378,00-0034837,610.32
00-0034411,00-0034837,778.2800000000001
00-0022803,00-0026153,247.38
00-0022803,00-0030147,333.36
00-0022803,00-0030670,349.26000000000005
00-0022803,00-0031167,315.76000000000005
00-0022803,00-0031344,367.06000000000006
00-0022803,00-0032813,318.36
00-0022803,00-0032911,245.48000000000002
00-0022803,00-0032943,247.08
00-0022803,00-0032966,253.28
00-0022803,00-0034369,243.48000000000002
00-0022803,00-0034499,249.68
00-0022803,00-0034844,786.96
00-0026153,00-0029587,42.620000000000005
00-0026153,00-0030670,33.32
00-0026153,00-0031235,162.76
00-0026153,00-0031344,32.42
00-0026153,00-0032385,123.92
00-0026153,00-0032813,14.919999999999998
00-0026153,00-0032911,7.22
00-0026153,00-0032943,8.82
00-0026153,00-0032966,15.02
00-0026153,00-0033881,88.72
00-0026153,00-0033950,37.92
00-0026153,00-0034369,5.22
00-0026153,00-0034499,11.42
00-0026153,00-0034844,302.22
00-0029587,00-0030147,96.92
00-0029587,00-0030670,112.82
00-0029587,00-0031167,79.32000000000001
00-0029587,00-0031344,130.62
00-0029587,00-0032813,81.92
00-0029587,00-0032911,40.72
00-0029587,00-0032943,42.32
00-0029587,00-0032966,48.52
00-0029587,00-0034369,38.72
00-0029587,00-0034499,44.92
00-0029587,00-0034844,550.52
00-0030147,00-0030670,88.22
00-0030147,00-0031167,54.72
00-0030147,00-0031235,191.86
00-0030147,00-0031344,106.02
00-0030147,00-0032385,240.32000000000002
00-0030147,00-0032813,57.31999999999999
00-0030147,00-0032911,36.32
00-0030147,00-0032943,37.92
00-0030147,00-0032966,44.12
00-0030147,00-0033881,185.72
00-0030147,00-0033950,106.72
00-0030147,00-0034369,34.32
00-0030147,00-0034499,40.519999999999996
00-0030147,00-0034844,525.9200000000001
00-0030670,00-0031167,70.62
00-0030670,00-0031235,186.96
00-0030670,00-0032385,256.22
00-0030670,00-0032813,73.22
00-0030670,00-0032911,31.419999999999998
00-0030670,00-0032966,39.22
00-0030670,00-0033881,201.61999999999998
00-0030670,00-0033950,122.62
00-0030670,00-0034369,29.419999999999998
00-0030670,00-0034499,35.62
00-0030670,00-0034844,541.82
00-0031167,00-0031235,175.66
00-0031167,00-0031344,88.42
00-0031167,00-0032385,222.72
00-0031167,00-0032813,39.72
00-0031167,00-0032911,20.12
00-0031167,00-0032943,21.72
00-0031167,00-0032966,27.919999999999998
00-0031167,00-0033881,168.11999999999998
00-0031167,00-0033950,89.12
00-0031167,00-0034369,18.119999999999997
00-0031167,00-0034499,24.32
00-0031167,00-0034844,508.32000000000005
00-0031235,00-0031344,186.06
00-0031235,00-0032813,168.56
00-0031235,00-0032911,160.86
00-0031235,00-0032943,162.46
00-0031235,00-0032966,168.66
00-0031235,00-0034369,158.86
00-0031235,00-0034499,165.06
00-0031235,00-0034844,455.86
00-0031344,00-0032385,274.02000000000004
00-0031344,00-0032813,91.02
00-0031344,00-0032911,30.52
00-0031344,00-0032966,38.32
00-0031344,00-0033881,219.42
00-0031344,00-0033950,140.42
00-0031344,00-0034369,28.52
00-0031344,00-0034499,34.72
00-0031344,00-0034844,559.62
00-0032385,00-0032813,393.9200000000001
00-0032385,00-0032911,122.02
00-0032385,00-0032943,261.82000000000005
00-0032385,00-0032966,129.82
00-0032385,00-0034369,120.02
00-0032385,00-0034499,126.22
00-0032385,00-0034844,1423.1200000000001
00-0032813,00-0032911,13.02
00-0032813,00-0032943,45.019999999999996
00-0032813,00-0032966,20.82
00-0032813,00-0033881,335.62
00-0032813,00-0033950,210.82
00-0032813,00-0034369,11.02
00-0032813,00-0034499,17.22
00-0032813,00-0034844,658.32
00-0032911,00-0032943,6.92
00-0032911,00-0032966,13.12
00-0032911,00-0033881,86.82
00-0032911,00-0033950,36.02
00-0032911,00-0034369,3.3199999999999994
00-0032911,00-0034499,9.52
00-0032911,00-0034844,300.32000000000005
00-0032943,00-0032966,14.719999999999999
00-0032943,00-0033881,222.92
00-0032943,00-0033950,153.22
00-0032943,00-0034369,4.92
00-0032943,00-0034499,11.120000000000001
00-0032943,00-0034844,418.91999999999996
00-0032966,00-0033881,94.61999999999999
00-0032966,00-0033950,43.82
00-0032966,00-0034369,11.12
00-0032966,00-0034499,17.32
00-0032966,00-0034844,308.12000000000006
00-0033881,00-0034369,84.82
00-0033881,00-0034499,91.02
00-0033881,00-0034844,890.82
00-0033950,00-0034369,34.02
00-0033950,00-0034499,40.22
00-0033950,00-0034844,685.32
00-0034369,00-0034499,7.52
00-0034369,00-0034844,298.32000000000005
00-0034499,00-0034844,304.52000000000004
00-0022921,00-0027139,126.2
00-0022921,00-0027854,135.1
00-0022921,00-0029068,124.4
00-0022921,00-0030520,133.36
00-0022921,00-0033258,290.40000000000003
00-0022921,00-0033789,126.30000000000001
00-0022921,00-0034343,235.32000000000002
00-0022921,00-0034473,128.4
00-0022921,00-0034487,314.8
00-0022921,00-0034489,126.10000000000001
00-0022921,00-0034681,503.70000000000005
00-0022921,00-0034775,553.8
00-0027139,00-0027854,22.22
00-0027139,00-0027873,16.919999999999998
00-0027139,00-0029068,11.52
00-0027139,00-0030520,20.48
00-0027139,00-0032112,15.919999999999998
00-0027139,00-0032187,206.12
00-0027139,00-0033258,9.52
00-0027139,00-0033611,49.81999999999999
00-0027139,00-0033789,13.419999999999998
00-0027139,00-0033933,33.52
00-0027139,00-0034343,122.44
00-0027139,00-0034473,15.52
00-0027139,00-0034487,36.52
00-0027139,00-0034489,13.219999999999999
00-0027139,00-0034681,52.62
00-0027139,00-0034775,90.02
00-0027854,00-0027873,25.82
00-0027854,00-0029068,20.419999999999998
00-0027854,00-0030520,29.38
00-0027854,00-0032112,24.82
00-0027854,00-0032187,215.01999999999998
00-0027854,00-0033258,18.419999999999998
00-0027854,00-0033611,58.72
00-0027854,00-0033789,22.319999999999997
00-0027854,00-0033933,42.42
00-0027854,00-0034343,131.34
00-0027854,00-0034473,24.419999999999998
00-0027854,00-0034487,45.42
00-0027854,00-0034489,22.119999999999997
00-0027854,00-0034681,61.519999999999996
00-0027854,00-0034775,98.92
00-0027873,00-0029068,15.120000000000001
00-0027873,00-0030520,24.08
00-0027873,00-0033258,13.120000000000001
00-0027873,00-0033789,17.02
00-0027873,00-0034343,126.04
00-0027873,00-0034473,19.12
00-0027873,00-0034487,40.12
00-0027873,00-0034489,16.82
00-0027873,00-0034681,56.22
00-0027873,00-0034775,93.62
00-0029068,00-0030520,18.68
00-0029068,00-0032112,14.120000000000001
00-0029068,00-0032187,204.32
00-0029068,00-0033258,7.72
00-0029068,00-0033611,48.019999999999996
00-0029068,00-0033789,11.620000000000001
00-0029068,00-0033933,31.72
00-0029068,00-0034343,120.64
00-0029068,00-0034473,13.719999999999999
00-0029068,00-0034487,34.72
00-0029068,00-0034489,11.42
00-0029068,00-0034681,50.82
00-0029068,00-0034775,88.22
00-0030520,00-0032112,36.92
00-0030520,00-0032187,213.28
00-0030520,00-0033258,16.68
00-0030520,00-0033611,56.98
00-0030520,00-0033789,20.580000000000002
00-0030520,00-0033933,40.68
00-0030520,00-0034343,129.6
00-0030520,00-0034473,22.68
00-0030520,00-0034487,43.68
00-0030520,00-0034489,20.38
00-0030520,00-0034681,59.78
00-0030520,00-0034775,97.18
00-0032112,00-0033258,12.120000000000001
00-0032112,00-0033789,16.02
00-0032112,00-0034343,125.04
00-0032112,00-0034473,18.12
00-0032112,00-0034487,39.12
00-0032112,00-0034489,15.82
00-0032112,00-0034681,55.22
00-0032112,00-0034775,92.62
00-0032187,00-0033258,308.32000000000005
00-0032187,00-0033789,206.22
00-0032187,00-0034343,315.24
00-0032187,00-0034473,208.32
00-0032187,00-0034487,342.92
00-0032187,00-0034489,206.01999999999998
00-0032187,00-0034681,421.82
00-0032187,00-0034775,488.52000000000004
00-0033258,00-0033611,46.019999999999996
00-0033258,00-0033789,9.62
00-0033258,00-0033933,29.72
00-0033258,00-0034343,118.64
00-0033258,00-0034473,11.719999999999999
