Source,Target,Weight
00-0007091,00-0025399,336.24
00-0007091,00-0027866,206.74
00-0007091,00-0027891,225.64000000000001
00-0023742,00-0025399,807.78
00-0023742,00-0027866,10.82
00-0023742,00-0027891,163.44
00-0025399,00-0026373,485.92
00-0025399,00-0027866,147.22
00-0025399,00-0027891,1273.24
00-0026373,00-0027866,107.52
00-0026373,00-0027891,217.32
00-0027866,00-0027891,36.62
00-0019596,00-0026019,1471.74
00-0019596,00-0027010,322.88000000000005
00-0019596,00-0027656,5717.46
00-0026019,00-0026293,224.52
00-0026019,00-0026625,226.58
00-0026019,00-0027010,142.12
00-0026019,00-0027057,220.62
00-0026019,00-0027150,425.02000000000004
00-0026019,00-0027656,885.72
00-0026293,00-0027010,5.72
00-0026293,00-0027656,794.12
00-0026625,00-0027010,11.8
00-0026625,00-0027656,780.94
00-0027010,00-0027057,84.22
00-0027010,00-0027150,24.02
00-0027010,00-0027656,124.82
00-0027057,00-0027656,203.32
00-0027150,00-0027656,2170.3799999999997
00-0020531,00-0024424,299.68
00-0020531,00-0026544,1409.14
00-0020531,00-0027531,1285.68
00-0020531,00-0027696,2603.6
00-0024424,00-0026544,7.96
00-0024424,00-0027531,105.02
00-0024424,00-0027696,71.62
00-0026544,00-0027531,195.82
00-0026544,00-0027696,457.82000000000005
00-0027531,00-0027696,637.52
00-0020679,00-0025389,1106.8600000000001
00-0020679,00-0025430,221.96
00-0020679,00-0026498,1161.3400000000001
00-0021429,00-0024270,235.62
00-0021429,00-0026932,230.72
00-0021429,00-0027873,1102.26
00-0024270,00-0026932,13.02
00-0024270,00-0027873,82.91999999999999
00-0026932,00-0027873,481.32000000000005
00-0021547,00-0027864,1276.1200000000001
00-0022942,00-0027864,1985.0800000000002
00-0023564,00-0027864,665.82
00-0026069,00-0027864,617.72
00-0021678,00-0027902,2374.8
00-0022127,00-0027902,2144.02
00-0023921,00-0027902,1075.42
00-0026201,00-0027902,295.52000000000004
00-0022084,00-0024417,461.50000000000006
00-0022084,00-0026158,1269.82
00-0022084,00-0027675,591.48
00-0024417,00-0027675,154.54
00-0026158,00-0027675,1203.74
00-0022921,00-0023645,246.51999999999998
00-0022921,00-0027691,888.42
00-0022921,00-0027825,644.72
00-0023645,00-0026289,204.02
00-0023645,00-0027691,137.52
00-0023645,00-0027825,99.52
00-0026289,00-0027691,157.62
00-0026289,00-0027825,119.62
00-0027691,00-0027825,329.82000000000005
00-0022924,00-0027685,1259.48
00-0022924,00-0027793,4197.1
00-0023465,00-0027685,644.1200000000001
00-0023465,00-0027793,1548.32
00-0026901,00-0027685,695.82
00-0026901,00-0027793,803.12
00-0026957,00-0027685,255.12
00-0026957,00-0027793,665.02
00-0027685,00-0027793,778.82
00-0022943,00-0027688,479.64
00-0023436,00-0025396,598.36
00-0023436,00-0027887,146.52
00-0023500,00-0025396,693.5200000000001
00-0023500,00-0027887,168.22
00-0024221,00-0025396,495.9200000000001
00-0024221,00-0027887,147.12
00-0024389,00-0025396,212.11999999999998
00-0024389,00-0027887,44.62
00-0025396,00-0026986,521.12
00-0025396,00-0027887,41.12
00-0026986,00-0027887,121.82
00-0023487,00-0026144,315.62
00-0023487,00-0026393,117.12
00-0023487,00-0026983,57.919999999999995
00-0023487,00-0027089,87.72
00-0023487,00-0027135,20.52
00-0023560,00-0026995,177.22
00-0023560,00-0027029,239.32
00-0023560,00-0027725,25.119999999999997
00-0023560,00-0027758,31.319999999999997
00-0025549,00-0027725,330.92
00-0025549,00-0027758,814.8200000000002
00-0026189,00-0027725,442.02
00-0026189,00-0027758,818.62
00-0026995,00-0027725,474.82000000000005
00-0026995,00-0027758,775.9200000000001
00-0027029,00-0027725,722.92
00-0027029,00-0027758,1445.72
00-0027725,00-0027758,169.52
00-0023682,00-0026844,204.3
00-0023682,00-0027861,1172.28
00-0026844,00-0027861,59.72
00-0023894,00-0027325,143.92
00-0023894,00-0027450,16.72
00-0023894,00-0027654,66.82000000000001
00-0026300,00-0027325,277.6
00-0026300,00-0027450,106.59999999999998
00-0026300,00-0027654,145.0
00-0027325,00-0027450,360.72
00-0027325,00-0027654,402.62
00-0027450,00-0027654,205.02
00-0024110,00-0027321,7.72
00-0024264,00-0027321,12.299999999999999
00-0026898,00-0027321,662.6800000000001
00-0024268,00-0024334,432.02
00-0024268,00-0027809,86.92
00-0024334,00-0026197,497.16
00-0024334,00-0027809,127.82000000000001
00-0026197,00-0027809,197.42000000000002
00-0025394,00-0027796,1059.94
00-0025708,00-0027681,97.3
00-0026153,00-0027681,665.62
00-0025825,00-0026164,603.4200000000001
00-0025825,00-0027006,193.82
00-0025825,00-0027061,139.82
00-0025825,00-0027816,28.619999999999997
00-0026164,00-0027816,423.9200000000001
00-0027006,00-0027816,202.92
00-0027061,00-0027816,158.52
00-0026035,00-0027732,317.92
00-0026035,00-0027854,695.04
00-0027732,00-0027854,324.56
00-0026516,00-0027290,11.719999999999999
00-0026516,00-0027690,134.52
00-0026516,00-0027874,159.42
00-0026516,00-0027876,340.12
00-0027290,00-0027690,26.32
00-0027290,00-0027874,50.12
00-0027290,00-0027876,110.58
00-0027690,00-0027874,1165.6200000000001
00-0027690,00-0027876,468.92
00-0027874,00-0027876,493.82
00-0026852,00-0027215,260.12
00-0007091,00-0025825,197.85999999999999
00-0007091,00-0026164,616.24
00-0007091,00-0027006,400.04
00-0007091,00-0027061,436.44000000000005
00-0007091,00-0027136,201.76
00-0007091,00-0027816,204.56
00-0025825,00-0027136,13.82
00-0026164,00-0027136,180.22
00-0027006,00-0027136,56.62
00-0027061,00-0027136,101.62
00-0027136,00-0027816,20.52
00-0019596,00-0027994,1794.7
00-0019596,00-0028011,1914.6000000000001
00-0026019,00-0027994,310.42
00-0026019,00-0028011,474.32
00-0026293,00-0027994,122.11999999999999
00-0026293,00-0028011,200.62
00-0026625,00-0027994,18.0
00-0026625,00-0028011,58.199999999999996
00-0027150,00-0027994,760.46
00-0027150,00-0028011,880.36
00-0027656,00-0027994,1077.72
00-0027656,00-0028011,1197.6200000000001
00-0027994,00-0028011,802.22
00-0019714,00-0021429,371.72
00-0019714,00-0026393,145.28
00-0019714,00-0026983,222.98
00-0019714,00-0027089,48.12
00-0019714,00-0027135,130.98
00-0019714,00-0028063,24.28
00-0019714,00-0028086,230.78
00-0021429,00-0026144,581.46
00-0021429,00-0026393,500.16
00-0021429,00-0026983,577.86
00-0021429,00-0027089,178.84
00-0021429,00-0027135,485.86
00-0021429,00-0028063,379.16
00-0021429,00-0028086,585.66
00-0026144,00-0028063,323.16
00-0026144,00-0028086,717.56
00-0026393,00-0028063,312.8
00-0026393,00-0028086,589.1
00-0026983,00-0028063,230.42000000000002
00-0026983,00-0028086,436.9200000000001
00-0027089,00-0028063,52.519999999999996
00-0027089,00-0028086,146.62
00-0027135,00-0028063,138.42
00-0027135,00-0028086,344.92
00-0028063,00-0028086,345.52000000000004
00-0020531,00-0027966,3896.2
00-0023564,00-0026544,492.92
00-0023564,00-0027531,464.42
00-0023564,00-0027696,1096.32
00-0023564,00-0027966,745.8199999999999
00-0026544,00-0027966,414.28000000000003
00-0027531,00-0027966,270.82000000000005
00-0027696,00-0027966,1170.42
00-0021206,00-0024226,472.04
00-0021206,00-0026184,887.9800000000001
00-0021547,00-0025424,486.52
00-0022942,00-0025424,1052.0800000000002
00-0025424,00-0026069,157.02
00-0025424,00-0027864,543.9200000000001
00-0021678,00-0028009,1886.78
00-0022127,00-0028009,1261.72
00-0023921,00-0028009,863.9200000000001
00-0026201,00-0028009,140.12
00-0027139,00-0027902,387.22
00-0027139,00-0028009,264.72
00-0027902,00-0028009,1558.72
00-0022084,00-0027060,141.82
00-0022084,00-0027996,824.22
00-0022084,00-0028118,335.6
00-0024417,00-0027060,13.719999999999999
00-0024417,00-0027996,329.42
00-0024417,00-0028118,34.0
00-0026158,00-0027996,1692.24
00-0026158,00-0028118,1105.1000000000001
00-0027060,00-0027675,98.22
00-0027060,00-0027996,156.82
00-0027060,00-0028118,12.64
00-0027675,00-0027996,610.62
00-0027675,00-0028118,181.48
00-0027996,00-0028118,641.18
00-0022684,00-0024264,44.16
00-0022684,00-0026035,11.120000000000001
00-0022684,00-0027732,14.920000000000002
00-0022684,00-0027854,93.78
00-0022684,00-0027985,39.019999999999996
00-0024264,00-0026035,131.22
00-0024264,00-0027732,51.56
00-0024264,00-0027854,564.86
00-0024264,00-0027985,288.74
00-0026035,00-0027985,203.92000000000002
00-0027732,00-0027985,46.42
00-0027854,00-0027985,602.04
00-0022787,00-0028090,582.8199999999999
00-0025460,00-0028090,131.70000000000002
00-0027109,00-0028090,155.82000000000002
00-0022803,00-0024110,811.12
00-0022803,00-0027265,1916.3799999999999
00-0024110,00-0027265,406.02000000000004
00-0022824,00-0023436,266.38
00-0022824,00-0023500,553.62
00-0022824,00-0024221,385.12
00-0022824,00-0024389,45.82
00-0022824,00-0025396,46.120000000000005
00-0022824,00-0025415,7.02
00-0022824,00-0026986,278.86
00-0022824,00-0027974,577.4
00-0022824,00-0028149,76.02
00-0023436,00-0025415,269.88
00-0023436,00-0027974,654.44
00-0023436,00-0028149,417.76
00-0023500,00-0025415,410.82000000000005
00-0023500,00-0027974,1648.78
00-0023500,00-0028149,895.22
00-0024221,00-0025415,353.12
00-0024221,00-0027974,1338.9799999999998
00-0024221,00-0028149,585.4200000000001
00-0024389,00-0025415,49.32
00-0024389,00-0027974,370.1
00-0024389,00-0028149,133.42
00-0025396,00-0025415,49.620000000000005
00-0025396,00-0027974,312.6
00-0025396,00-0028149,75.92
00-0025415,00-0026986,186.32
00-0025415,00-0027974,331.64
00-0025415,00-0028149,51.12
00-0026986,00-0027974,1323.0800000000002
00-0026986,00-0028149,569.52
00-0027974,00-0028149,1054.98
00-0022864,00-0027948,126.22
00-0022864,00-0028409,14.459999999999997
00-0024243,00-0027948,410.5
00-0024243,00-0028409,56.32
00-0027125,00-0027948,132.28
00-0027125,00-0028409,20.52
00-0027948,00-0028409,383.02000000000004
00-0022921,00-0027943,487.3
00-0022921,00-0028074,310.02000000000004
00-0027691,00-0027943,281.4
00-0027691,00-0028074,199.22
00-0027825,00-0027943,75.69999999999999
00-0027825,00-0028074,21.12
00-0027943,00-0028074,43.419999999999995
00-0022943,00-0026739,173.42
00-0022943,00-0026997,58.72
00-0022943,00-0027997,301.4200000000001
00-0026739,00-0026997,38.519999999999996
00-0026739,00-0027688,221.0
00-0026739,00-0027997,226.92
00-0026997,00-0027688,165.74
00-0026997,00-0027997,90.12
00-0027688,00-0027997,349.00000000000006
00-0022999,00-0028002,843.3199999999999
00-0023459,00-0028002,4265.02
00-0026176,00-0028002,1853.9199999999998
00-0023578,00-0026345,193.76
00-0023645,00-0025418,892.6199999999999
00-0023645,00-0026153,894.02
00-0023645,00-0027583,17.64
00-0023645,00-0027681,280.54
00-0023645,00-0027939,2388.6199999999994
00-0025418,00-0026153,1639.72
00-0025418,00-0027583,336.92
00-0025418,00-0027681,599.82
00-0025418,00-0027939,3558.4
00-0026153,00-0027583,246.61999999999998
00-0026153,00-0027939,3135.72
00-0027583,00-0027681,288.22
00-0027583,00-0027939,1021.46
00-0027681,00-0027939,1284.3600000000001
00-0023682,00-0026151,460.20000000000005
00-0023682,00-0028097,456.6
00-0026151,00-0027861,355.02000000000004
00-0026151,00-0028097,38.12
00-0027861,00-0028097,543.7200000000001
00-0024268,00-0025708,365.38000000000005
00-0024268,00-0028112,220.52
00-0024334,00-0025708,314.8
00-0024334,00-0028112,203.72
00-0025708,00-0026197,218.02
00-0025708,00-0028112,438.20000000000005
00-0026197,00-0028112,106.94
00-0024535,00-0027944,620.12
00-0024535,00-0028083,139.02
00-0026143,00-0027944,4760.14
00-0026143,00-0028083,1457.62
00-0026224,00-0027944,936.82
00-0026224,00-0028083,590.9200000000001
00-0027944,00-0028083,932.02
00-0025394,00-0027950,1156.44
00-0025394,00-0027981,1410.92
00-0027796,00-0027950,490.50000000000006
00-0027796,00-0027981,273.96000000000004
00-0027950,00-0027981,673.2400000000001
00-0025399,00-0028434,1812.9199999999998
00-0026373,00-0028434,141.61999999999998
00-0027891,00-0028434,624.1400000000001
00-0025549,00-0026578,116.82
00-0025549,00-0027722,117.1
00-0025549,00-0028087,220.42
00-0026189,00-0026578,129.92000000000002
00-0026189,00-0027722,130.20000000000002
00-0026189,00-0028087,242.42
00-0026578,00-0026995,119.72
00-0026578,00-0027029,286.12
00-0026578,00-0027722,6.0
00-0026578,00-0027725,28.02
00-0026578,00-0027758,43.22
00-0026578,00-0028087,21.62
00-0026995,00-0027722,120.0
00-0026995,00-0028087,276.62
00-0027029,00-0027722,286.4
00-0027029,00-0028087,462.62
00-0027722,00-0027725,28.3
00-0027722,00-0027758,43.5
00-0027722,00-0028087,21.9
00-0027725,00-0028087,87.82000000000001
00-0027758,00-0028087,117.22
00-0026289,00-0026852,79.32
00-0026289,00-0027215,69.22
00-0026289,00-0028093,58.620000000000005
00-0026852,00-0028093,218.42
00-0027215,00-0028093,200.42000000000002
00-0026300,00-0028042,29.459999999999997
00-0026300,00-0028125,21.56
00-0027325,00-0028042,181.62
00-0027325,00-0028125,123.92
00-0027450,00-0028042,111.22
00-0027450,00-0028125,80.11999999999999
00-0027654,00-0028042,103.02
00-0027654,00-0028125,68.42
00-0028042,00-0028125,16.22
00-0026500,00-0026898,243.07999999999998
00-0026500,00-0027321,9.32
00-0026500,00-0028064,8.62
00-0026500,00-0028091,47.660000000000004
00-0026898,00-0028064,445.6
00-0026898,00-0028091,504.12000000000006
00-0027321,00-0028064,483.32
00-0027321,00-0028091,470.74
00-0028064,00-0028091,753.04
00-0026516,00-0028067,6.22
00-0026516,00-0028142,8.12
00-0027690,00-0028067,491.92
00-0027690,00-0028142,530.72
00-0027874,00-0028067,930.72
00-0027874,00-0028142,1380.82
00-0027876,00-0028067,241.76
00-0027876,00-0028142,243.66
00-0028067,00-0028142,321.9200000000001
00-0026932,00-0027057,117.32
00-0026932,00-0027918,182.82
00-0026932,00-0027942,894.92
00-0026932,00-0027973,1321.0000000000002
00-0027057,00-0027873,419.62
00-0027057,00-0027918,173.02
00-0027057,00-0027942,996.3200000000002
00-0027057,00-0027973,1325.56
00-0027873,00-0027918,416.12
00-0027873,00-0027942,1075.32
00-0027873,00-0027973,1361.16
00-0027918,00-0027942,719.8199999999999
00-0027918,00-0027973,909.74
00-0027942,00-0027973,3191.64
00-0007091,00-0029708,167.20000000000002
00-0026164,00-0029708,584.32
00-0027006,00-0029708,303.12
00-0027061,00-0029708,165.02
00-0010346,00-0023853,334.18
00-0010346,00-0027573,340.28000000000003
00-0010346,00-0027658,334.18
00-0010346,00-0027690,1191.0600000000002
00-0010346,00-0027874,2130.2999999999997
00-0010346,00-0028142,1287.8999999999999
00-0010346,00-0029682,1363.44
00-0010346,00-0029683,1554.2
00-0023853,00-0027573,11.82
00-0023853,00-0027658,5.72
00-0023853,00-0027690,198.52
00-0023853,00-0027874,212.82
00-0023853,00-0028142,12.02
00-0023853,00-0029682,4.8999999999999995
00-0023853,00-0029683,59.22
00-0027573,00-0027658,11.82
00-0027573,00-0027690,204.62
00-0027573,00-0027874,218.92
00-0027573,00-0028142,18.119999999999997
00-0027573,00-0029682,11.0
00-0027573,00-0029683,65.32000000000001
00-0027658,00-0027690,198.52
00-0027658,00-0027874,212.82
00-0027658,00-0028142,12.02
00-0027658,00-0029682,4.8999999999999995
00-0027658,00-0029683,59.22
00-0027690,00-0029682,405.6
00-0027690,00-0029683,493.62000000000006
00-0027874,00-0029682,1215.48
00-0027874,00-0029683,1215.42
00-0028142,00-0029682,275.28000000000003
00-0028142,00-0029683,373.02
00-0029682,00-0029683,448.56
00-0019596,00-0027647,394.96000000000004
00-0019596,00-0027732,1068.08
00-0019596,00-0028012,386.74
00-0019596,00-0029239,2612.1
00-0026019,00-0027647,130.72
00-0026019,00-0027732,135.62
00-0026019,00-0028012,158.04
00-0026019,00-0029239,165.22
00-0027150,00-0027647,108.94
00-0027150,00-0027732,454.46
00-0027150,00-0028012,59.5
00-0027150,00-0029239,1097.24
00-0027647,00-0027656,154.72
00-0027647,00-0027732,22.619999999999997
00-0027647,00-0027994,107.92
00-0027647,00-0028011,231.62
00-0027647,00-0028012,9.5
00-0027647,00-0029239,52.22
00-0027656,00-0027732,498.82000000000005
00-0027656,00-0028012,146.5
00-0027656,00-0029239,1140.02
00-0027732,00-0027994,376.42
00-0027732,00-0028011,456.12000000000006
00-0027732,00-0028012,14.399999999999999
00-0027732,00-0029239,168.11999999999998
00-0027994,00-0028012,99.7
00-0027994,00-0029239,450.62
00-0028011,00-0028012,223.4
00-0028011,00-0029239,530.3199999999999
00-0028012,00-0029239,44.0
00-0019714,00-0028825,31.38
00-0019714,00-0029129,82.28
00-0021429,00-0028825,255.54
00-0021429,00-0029129,306.44000000000005
00-0026144,00-0028825,366.58000000000004
00-0026144,00-0029129,485.46000000000004
00-0026393,00-0028825,337.22
00-0026393,00-0029129,459.8
00-0026983,00-0028825,123.42
00-0026983,00-0029129,174.32000000000002
00-0027135,00-0028825,135.82
00-0027135,00-0029129,186.72
00-0028063,00-0028825,222.84
00-0028063,00-0029129,230.42000000000002
00-0028086,00-0028825,389.84000000000003
00-0028086,00-0029129,435.72
00-0028825,00-0029129,363.64
00-0020531,00-0028532,726.1800000000001
00-0020531,00-0029205,1804.54
00-0023564,00-0028532,202.82
00-0023564,00-0029205,272.02000000000004
00-0026544,00-0028532,63.82
00-0026544,00-0029205,12.719999999999999
00-0027531,00-0028532,96.92
00-0027531,00-0029205,45.82
00-0027696,00-0028532,374.72
00-0027696,00-0029205,571.72
00-0027966,00-0028532,333.62
00-0027966,00-0029205,813.4200000000001
00-0028532,00-0029205,117.32
00-0021678,00-0028114,923.3200000000002
00-0021678,00-0028263,285.74000000000007
00-0021678,00-0029000,1227.3400000000001
00-0021678,00-0029004,1004.34
00-0021678,00-0029634,916.98
00-0022127,00-0028114,450.02000000000004
00-0022127,00-0028263,128.72
00-0022127,00-0029000,1030.1200000000001
00-0022127,00-0029004,667.72
00-0022127,00-0029634,589.12
00-0023921,00-0028114,221.22
00-0023921,00-0028263,135.12
00-0023921,00-0029000,220.02
00-0023921,00-0029004,188.12000000000003
00-0023921,00-0029634,174.32
00-0027139,00-0028114,53.42
00-0027139,00-0028263,18.32
00-0027139,00-0029000,30.02
00-0027139,00-0029004,28.02
00-0027139,00-0029634,25.82
00-0027902,00-0028114,725.9200000000001
00-0027902,00-0028263,215.42
00-0027902,00-0029000,1370.22
00-0027902,00-0029004,974.4200000000001
00-0027902,00-0029634,869.22
00-0028009,00-0028114,724.4200000000001
00-0028009,00-0028263,118.22
00-0028009,00-0029000,782.52
00-0028009,00-0029004,710.1200000000001
00-0028009,00-0029634,669.52
00-0028114,00-0028263,43.02
00-0028114,00-0029000,215.02
00-0028114,00-0029004,142.62
00-0028114,00-0029634,102.02000000000001
00-0028263,00-0029000,19.62
00-0028263,00-0029004,17.62
00-0028263,00-0029634,15.419999999999998
00-0029000,00-0029004,450.32
00-0029000,00-0029634,319.82
00-0029004,00-0029634,123.82
00-0022084,00-0025460,284.02000000000004
00-0022084,00-0029264,271.02000000000004
00-0022084,00-0029388,191.22
00-0022084,00-0029597,186.92000000000002
00-0024417,00-0025460,110.52000000000001
00-0024417,00-0029264,97.52000000000001
00-0024417,00-0029388,17.72
00-0024417,00-0029597,11.120000000000001
00-0025460,00-0026158,1025.06
00-0025460,00-0027675,231.92
00-0025460,00-0027996,654.32
00-0025460,00-0028118,211.35999999999999
00-0025460,00-0029264,393.62
00-0025460,00-0029388,181.82
00-0025460,00-0029597,104.42
00-0026158,00-0029264,1048.16
00-0026158,00-0029388,552.08
00-0026158,00-0029597,573.08
00-0027675,00-0029264,221.42
00-0027675,00-0029388,85.22
00-0027675,00-0029597,38.019999999999996
00-0027996,00-0029264,677.42
00-0027996,00-0029388,328.92
00-0027996,00-0029597,176.22
00-0028118,00-0029264,234.46
00-0028118,00-0029388,342.88000000000005
00-0028118,00-0029597,24.98
00-0029264,00-0029388,171.32
00-0029264,00-0029597,91.42
00-0029388,00-0029597,11.62
00-0022787,00-0026373,424.14000000000004
00-0022787,00-0026929,258.94
00-0022787,00-0028536,264.94000000000005
00-0022787,00-0029415,428.44000000000005
00-0022787,00-0029673,404.34000000000003
00-0026373,00-0026929,52.92
00-0026373,00-0027109,109.42
00-0026373,00-0028090,58.34
00-0026373,00-0028536,58.92
00-0026373,00-0029415,74.32
00-0026373,00-0029673,78.02000000000001
00-0026929,00-0027109,62.22
00-0026929,00-0028090,11.14
00-0026929,00-0028536,11.719999999999999
00-0026929,00-0029415,27.119999999999997
00-0026929,00-0029673,30.82
00-0027109,00-0028536,68.22
00-0027109,00-0029415,83.62
00-0027109,00-0029673,87.32
00-0028090,00-0028536,17.14
00-0028090,00-0029415,76.36
00-0028090,00-0029673,52.260000000000005
00-0028536,00-0029415,33.12
00-0028536,00-0029673,36.82
00-0029415,00-0029673,121.82
00-0022803,00-0026201,331.24
00-0022803,00-0027036,238.64
00-0022803,00-0029262,1350.6399999999999
00-0026201,00-0027036,98.32
00-0026201,00-0027265,267.52
00-0026201,00-0029262,146.11999999999998
00-0027036,00-0027265,174.92
00-0027036,00-0029262,53.519999999999996
00-0027265,00-0029262,593.12
00-0022864,00-0026143,353.02000000000004
00-0022864,00-0026224,57.32
00-0022864,00-0027717,5.42
00-0022864,00-0027944,224.22
