ID,name,team,position,college_name,college_conference,fantasy_points
00-0036698,Mekhi Sargent,JAX,RB,Iowa,Big Ten Conference,1.0
00-0036768,Jaquan Hardy,DAL,RB,Tiffin,Great Lakes Intercollegiate Athletic Conference,8.0
00-0036907,Dazz Newsome,CHI,WR,North Carolina,Atlantic Coast Conference,2.0
00-0036910,C.J. Saunders,CAR,WR,Ohio State,Big Ten Conference,1.0
00-0036929,Ian Book,NO,QB,Notre Dame,Independent,2.0
00-0036946,Kellen Mond,MIN,QB,Texas A&amp;M,Southeastern Conference,0.0
00-0036986,Nahshon Wright,DAL,CB,Oregon State,Pacific Twelve Conference,6.0
00-0019596,Tom Brady,TB,QB,Michigan,Big Ten Conference,6802.0
00-0022824,Andy Lee,ARI,P,Pittsburgh,Big East,0.0
00-0026143,Matt Ryan,IND,QB,Boston College,Atlantic Coast Conference,4009.0
00-0026189,DeSean Jackson,BAL,WR,California,Pacific Ten Conference,1610.0
00-0026197,Chad Henne,KC,QB,Michigan,Big Ten Conference,702.0
00-0026544,Chase Daniel,LAC,QB,Missouri,Big Twelve Conference,110.0
00-0027688,Colt McCoy,ARI,QB,Texas,Big Twelve Conference,454.0
00-0027942,A.J. Green,ARI,WR,Georgia,Southeastern Conference,1497.0
00-0027966,Mark Ingram,NO,RB,Alabama,Southeastern Conference,1505.0
00-0027981,Kyle Rudolph,TB,TE,Notre Dame,Independent,808.0
00-0028292,Nick Bellore,SEA,ILB,Central Michigan,Mid-American Conference,20.0
00-0029000,Cole Beasley,BUF,WR,Southern Methodist,Conference USA,842.0
00-0029567,Nick Foles,IND,QB,Arizona,Pacific Twelve Conference,970.0
00-0029608,T.Y. Hilton,DAL,WR,Florida International,Sun Belt Conference,1410.0
00-0029664,Josh Gordon,TEN,WR,Baylor,Big Twelve Conference,559.0
00-0030074,David Bakhtiari,GB,T,Colorado,Pacific Twelve Conference,0.0
00-0030108,Ryan Griffin,CHI,TE,Connecticut,Big East,310.0
00-0030288,Rex Burkhead,HOU,RB,Nebraska,Big Ten Conference,541.0
00-0030456,Giovani Bernard,TB,RB,North Carolina,Atlantic Coast Conference,914.0
00-0031051,John Brown,BUF,WR,Pittsburg State,Mid-America Intercollegiate Athletic Association,712.0
00-0031273,Cameron Brate,TB,TE,Harvard,Ivy League,515.0
00-0031325,Sammy Watkins,BAL,WR,Clemson,Atlantic Coast Conference,796.0
00-0031382,Jarvis Landry,NO,WR,Louisiana State,Southeastern Conference,1114.0
00-0031384,Richard Rodgers,LAC,TE,California,Pacific Twelve Conference,273.0
00-0031545,Kevin White,NO,WR,West Virginia,Big Twelve Conference,40.0
00-0031558,Maxx Williams,ARI,TE,Minnesota,Big Ten Conference,137.0
00-0031787,Jake Kumerow,BUF,WR,Wisconsin-Whitewater,Wisconsin Intercollegiate Athletic Conference,63.0
00-0031806,Malcolm Brown,LA,RB,Texas,Big Twelve Conference,270.0
00-0032054,Breshad Perriman,TB,WR,Central Florida,American Athletic Conference,330.0
00-0032058,Tevin Coleman,SF,RB,Indiana,Big Ten Conference,765.0
00-0032063,Mike Davis,BAL,RB,South Carolina,Southeastern Conference,415.0
00-0032187,David Johnson,NO,RB,Northern Iowa,Missouri Valley Football Conference,1046.0
00-0032214,Tyler Kroft,SF,TE,Rutgers,Big Ten Conference,186.0
00-0032257,Duke Johnson,BUF,RB,Miami,Atlantic Coast Conference,653.0
00-0032437,Kamu Grugier-Hill,ARI,ILB,Eastern Illinois,Ohio Valley Conference,0.0
00-0032450,Dwayne Washington,NO,RB,Washington,Pacific Twelve Conference,75.0
00-0032496,Matthias Farley,LV,FS,Notre Dame,Independent,0.0
00-0032602,J.D. McKissic,WAS,RB,Arkansas State,Sun Belt Conference,356.0
00-0032725,Stephen Anderson,ARI,TE,California,Pacific Twelve Conference,89.0
00-0032780,Jordan Howard,NO,RB,Indiana,Big Ten Conference,733.0
00-0032792,Nate Sudfeld,DET,QB,Indiana,Big Ten Conference,9.0
00-0032807,Clayton Fejedelem,MIA,SS,Illinois,Big Ten Conference,0.0
00-0032897,Derek Watt,PIT,FB,Wisconsin,Big Ten Conference,43.0
00-0032958,Will Parks,NYJ,FS,Arizona,Pacific Twelve Conference,6.0
00-0032980,Marcus Johnson,NYG,WR,Texas,Big Twelve Conference,111.0
00-0033057,Jack Conklin,CLE,T,Michigan State,Big Ten Conference,0.0
00-0033111,Pharoh Cooper,ARI,WR,South Carolina,Southeastern Conference,67.0
00-0033114,Mike Thomas,CIN,WR,Southern Mississippi,Conference USA,44.0
00-0033367,C.J. Board,TEN,WR,Chattanooga,Southern Conference,19.0
00-0033386,Cody Hollister,TEN,WR,Arkansas,Southeastern Conference,11.0
00-0033481,Marcus Kemp,KC,WR,Hawaii,Mountain West Conference,5.0
00-0033550,Davis Webb,NYG,QB,California,Pacific Twelve Conference,20.0
00-0033633,Tanner Gentry,BUF,WR,Wyoming,Mountain West Conference,3.0
00-0033681,Keelan Cole,LV,WR,Kentucky Wesleyan,Independent,376.0
00-0033725,Corey Clement,ARI,RB,Wisconsin,Big Ten Conference,220.0
00-0033798,Mason Schreck,HOU,TE,Buffalo,Mid-American Conference,0.0
00-0033871,Corey Davis,NYJ,WR,Western Michigan,Mid-American Conference,525.0
00-0033879,O.J. Howard,HOU,TE,Alabama,Southeastern Conference,285.0
00-0033932,Kenny Golladay,NYG,WR,Northern Illinois,Mid-American Conference,498.0
00-0033951,Marlon Mack,DEN,RB,South Florida,American Athletic Conference,483.0
00-0034011,Dan Arnold,JAX,TE,Wisconsin-Platteville,Wisconsin Intercollegiate Athletic Conference,165.0
00-0034104,Cam Sims,WAS,WR,Alabama,Southeastern Conference,110.0
00-0034109,Phillip Lindsay,IND,RB,Colorado,Pacific Twelve Conference,459.0
00-0034160,Michael Dickson,SEA,P,Texas,Big Twelve Conference,-2.0
00-0034253,Dontrell Hilliard,TEN,RB,Tulane,American Athletic Conference,150.0
00-0034301,Darrel Williams,ARI,RB,Louisiana State,Southeastern Conference,298.0
00-0034335,Marcus Allen,PIT,ILB,Penn State,Big Ten Conference,0.0
00-0034355,M.J. Stewart,HOU,SS,North Carolina,Atlantic Coast Conference,0.0
00-0034360,Lorenzo Carter,ATL,OLB,Georgia,Southeastern Conference,6.0
00-0034366,Keke Coutee,IND,WR,Texas Tech,Big Twelve Conference,139.0
00-0034367,Nyheim Hines,BUF,RB,North Carolina State,Atlantic Coast Conference,441.0
00-0034400,Jordan Wilkins,IND,RB,Mississippi,Southeastern Conference,150.0
00-0034411,Russell Gage,TB,WR,Louisiana State,Southeastern Conference,337.0
00-0034440,Justin Jackson,DET,RB,Northwestern,Big Ten Conference,221.0
00-0034496,Sean Chandler,CAR,SS,Temple,American Athletic Conference,1.0
00-0034578,Reggie Bonnafon,WAS,RB,Louisville,Atlantic Coast Conference,40.0
00-0034614,Godwin Igwebuike,SEA,RB,Northwestern,Big Ten Conference,20.0
00-0034676,James Washington,DAL,WR,Oklahoma State,Big Twelve Conference,245.0
00-0034726,Dallin Leavitt,GB,SS,Utah State,Mountain West Conference,0.0
00-0034765,Tre'Quan Smith,NO,WR,Central Florida,American Athletic Conference,308.0
00-0034816,Ronald Jones,KC,RB,Southern California,Pacific Twelve Conference,405.0
00-0034845,Sony Michel,LAC,RB,Georgia,Southeastern Conference,566.0
00-0034899,John Wolford,LA,QB,Wake Forest,Atlantic Coast Conference,27.0
00-0035022,Penny Hart,SEA,WR,Georgia State,Sun Belt Conference,10.0
00-0035040,David Blough,ARI,QB,Purdue,Big Ten Conference,75.0
00-0035042,Jamie Gillan,NYG,P,Arkansas-Pine Bluff,Southwestern Athletic Conference,-2.0
00-0035146,Trace McSorley,ARI,QB,Penn State,Big Ten Conference,17.0
00-0035217,Benny Snell,PIT,RB,Kentucky,Southeastern Conference,152.0
00-0035222,Zach Gentry,PIT,TE,Michigan,Big Ten Conference,33.0
00-0035272,Andrew Van Ginkel,MIA,OLB,Wisconsin,Big Ten Conference,6.0
00-0035277,Michael Jackson,SEA,CB,Miami,Atlantic Coast Conference,6.0
00-0035308,Tommy Sweeney,BUF,TE,Boston College,Atlantic Coast Conference,22.0
00-0035327,C.J. Moore,DET,FS,Mississippi,Southeastern Conference,8.0
00-0035345,Chris Myarick,NYG,TE,Temple,American Athletic Conference,20.0
00-0035359,David Sills,NYG,WR,West Virginia,Big Twelve Conference,12.0
00-0035399,Stanley Morgan,CIN,WR,Nebraska,Big Ten Conference,3.0
00-0035432,Jason Moore,LAC,WR,Findlay,Great Lakes Intercollegiate Athletic Conference,10.0
00-0035457,Tyron Johnson,HOU,WR,Oklahoma State,Big Twelve Conference,61.0
00-0035510,Jeff Smith,NYJ,WR,Boston College,Atlantic Coast Conference,42.0
00-0035572,Parker Hesse,ATL,TE,Iowa,Big Ten Conference,13.0
00-0035603,Kendall Blanton,LA,TE,Missouri,Southeastern Conference,20.0
00-0035609,Jake Gervase,LA,ILB,Iowa,Big Ten Conference,1.0
00-0035621,Nsimba Webster,CHI,WR,Eastern Washington,Big Sky Conference,1.0
00-0035624,N'Keal Harry,CHI,WR,Arizona State,Pacific Twelve Conference,109.0
00-0035752,Chris Streveler,NYJ,QB,South Dakota,Missouri Valley Football Conference,18.0
00-0035823,Ben Ellefson,MIN,TE,North Dakota State,Missouri Valley Football Conference,5.0
00-0035864,Kendall Hinton,DEN,WR,Wake Forest,Atlantic Coast Conference,53.0
00-0035876,Andre Baccellia,ARI,WR,Washington,Pacific Twelve Conference,4.0
00-0035939,Bryce Perkins,LA,QB,Virginia,Atlantic Coast Conference,15.0
00-0036005,Noah Togiai,PHI,TE,Oregon State,Pacific Twelve Conference,0.0
00-0036059,Tyler Mabry,SEA,TE,Maryland,Big Ten Conference,6.0
00-0036194,Devin Asiasi,CIN,TE,UCLA,Pacific Twelve Conference,10.0
00-0036219,Marquez Callaway,NO,WR,Tennessee,Southeastern Conference,148.0
00-0036226,Jacob Eason,CAR,QB,Washington,Pacific Twelve Conference,0.0
00-0036228,Dezmon Patmon,IND,WR,Washington State,Pacific Twelve Conference,10.0
00-0036247,Freddie Swain,DEN,WR,Florida,Southeastern Conference,99.0
00-0036250,Tyler Davis,GB,TE,Georgia Tech,Atlantic Coast Conference,6.0
00-0036255,Denzel Mims,NYJ,WR,Baylor,Big Twelve Conference,69.0
00-0036277,Quintez Cephus,DET,WR,Wisconsin,Big Ten Conference,82.0
00-0036365,Bryan Edwards,ATL,WR,South Carolina,Southeastern Conference,106.0
00-0036383,Eno Benjamin,NO,RB,Arizona State,Pacific Twelve Conference,90.0
00-0036412,K.J. Hamler,DEN,WR,Penn State,Big Ten Conference,86.0
00-0036439,Tyrie Cleveland,DEN,WR,Florida,Southeastern Conference,9.0
00-0036457,Ty'Son Williams,ARI,RB,Brigham Young,Independent,33.0
00-0036543,Spencer Brown,CAR,RB,Alabama-Birmingham,Conference USA,5.0
00-0036572,Shi Smith,CAR,WR,South Carolina,Southeastern Conference,49.0
00-0036650,Larry Rountree,LAC,RB,Missouri,Southeastern Conference,17.0
00-0036652,Racey McMath,TEN,WR,Louisiana State,Southeastern Conference,3.0
00-0036654,Demetric Felton,CLE,RB,UCLA,Pacific Twelve Conference,32.0
00-0036669,Kylin Hill,GB,RB,Mississippi State,Southeastern Conference,3.0
00-0036671,Dax Milne,WAS,WR,Brigham Young,Independent,16.0
00-0036692,Miller Forristall,CLE,TE,Alabama,Southeastern Conference,0.0
00-0036755,Jaret Patterson,WAS,RB,Buffalo,Mid-American Conference,53.0
00-0036810,Cade Johnson,SEA,WR,South Dakota State,Missouri Valley Football Conference,6.0
00-0036829,Caleb Huntley,ATL,RB,Ball State,Mid-American Conference,42.0
00-0036858,Jalen Camp,HOU,WR,Georgia Tech,Atlantic Coast Conference,0.0
00-0036879,Sam Ehlinger,IND,QB,Texas,Big Twelve Conference,36.0
00-0036918,Jacob Harris,LA,WR,Central Florida,American Athletic Conference,0.0
00-0036950,Avery Williams,ATL,RB,Boise State,Mountain West Conference,23.0
00-0036951,Frank Darby,ATL,WR,Arizona State,Pacific Twelve Conference,2.0
00-0036959,Michael Bandy,LAC,WR,San Diego,Pioneer Football League,8.0
00-0036999,Anthony Schwartz,CLE,WR,Auburn,Southeastern Conference,38.0
00-0037011,Tre' McKitty,LAC,TE,Georgia,Southeastern Conference,13.0
00-0037055,Lance McCutcheon,LA,WR,Montana State,Big Sky Conference,0.0
00-0037087,Trestan Ebner,CHI,RB,Baylor,Big Twelve Conference,6.0
00-0037112,Jake Tonges,CHI,TE,California,Pacific Twelve Conference,0.0
00-0037168,Armani Rogers,WAS,TE,Ohio,Mid-American Conference,9.0
00-0037175,Anthony Brown,BAL,QB,Oregon,Pacific Twelve Conference,5.0
00-0037265,Snoop Conner,JAX,RB,Mississippi,Southeastern Conference,10.0
00-0037272,Montrell Washington,DEN,WR,Samford,Southern Conference,3.0
00-0037331,Zander Horvath,LAC,RB,Purdue,Big Ten Conference,13.0
00-0037355,Braylon Sanders,MIA,WR,Mississippi,Southeastern Conference,0.0
00-0037387,Jalen Virgil,DEN,WR,Appalachian State,Sun Belt Conference,13.0
00-0037393,JoJo Domann,IND,OLB,Nebraska,Big Ten Conference,6.0
00-0037456,Troy Hairston,HOU,FB,Central Michigan,Mid-American Conference,1.0
00-0037500,Ryan Wright,MIN,P,Tulane,American Athletic Conference,0.0
00-0037563,Malik Davis,DAL,RB,Florida,Southeastern Conference,28.0
00-0037570,Dennis Houston,DAL,WR,Western Illinois,Missouri Valley Football Conference,1.0
00-0037708,Maurice Alexander,DET,WR,Florida International,Conference USA,0.0
00-0037755,Jelani Woods,IND,TE,Virginia,Atlantic Coast Conference,49.0
00-0037828,Danny Gray,SF,WR,Southern Methodist,American Athletic Conference,1.0
00-0038147,Daylen Baldwin,CLE,WR,Michigan,Big Ten Conference,2.0
00-0038149,Josh Ali,ATL,WR,Kentucky,Southeastern Conference,0.0
00-0026625,Brian Hoyer,LV,QB,Michigan State,Big Ten Conference,578.0
00-0027114,Thomas Morstead,NYJ,P,Southern Methodist,Conference USA,0.0
00-0027696,Jimmy Graham,NO,TE,Miami,Atlantic Coast Conference,1453.0
00-0027944,Julio Jones,PHI,WR,Alabama,Southeastern Conference,1914.0
00-0027948,Blaine Gabbert,KC,QB,Missouri,Big Twelve Conference,554.0
00-0028002,Randall Cobb,NYJ,WR,Kentucky,Southeastern Conference,1236.0
00-0028986,Case Keenum,HOU,QB,Houston,American Athletic Conference,902.0
00-0029239,Brandon Bolden,LV,RB,Mississippi,Southeastern Conference,374.0
00-0029293,Marvin Jones,DET,WR,California,Pacific Twelve Conference,1141.0
00-0029701,Ryan Tannehill,TEN,QB,Texas A&amp;M,Big Twelve Conference,2436.0
00-0029764,Cody Davis,NE,FS,Texas Tech,Big Twelve Conference,8.0
00-0030068,Marquise Goodwin,CLE,WR,Texas,Big Twelve Conference,427.0
00-0030513,Latavius Murray,BUF,RB,Central Florida,American Athletic Conference,1224.0
00-0030533,Matt Barkley,JAX,QB,Southern California,Pacific Twelve Conference,108.0
00-0030663,Willie Snead,SF,WR,Ball State,Mid-American Conference,462.0
00-0030874,Damien Williams,ARI,RB,Oklahoma,Big Twelve Conference,529.0
00-0030968,Keith Smith,ATL,FB,San Jose State,Mountain West Conference,29.0
00-0031260,Logan Thomas,WAS,TE,Virginia Tech,Atlantic Coast Conference,309.0
00-0031288,AJ McCarron,CIN,QB,Alabama,Southeastern Conference,85.0
00-0031376,Jerick McKinnon,KC,RB,Georgia Southern,Southern Conference,751.0
00-0031547,DeVante Parker,NE,WR,Louisville,Atlantic Coast Conference,733.0
00-0031610,Darren Waller,NYG,TE,Georgia Tech,Atlantic Coast Conference,538.0
00-0031868,Damiere Byrd,ATL,WR,South Carolina,Southeastern Conference,219.0
00-0032062,Blake Bell,KC,TE,Oklahoma,Big Twelve Conference,89.0
00-0032134,C.J. Uzomah,NYJ,TE,Auburn,Southeastern Conference,304.0
00-0032144,Melvin Gordon,BAL,RB,Wisconsin,Big Ten Conference,1310.0
00-0032156,Trevor Siemian,NYJ,QB,Northwestern,Big Ten Conference,445.0
00-0032200,Ty Montgomery,NE,WR,Stanford,Pacific Twelve Conference,329.0
00-0032208,Phillip Dorsett,DEN,WR,Miami,Atlantic Coast Conference,305.0
00-0032217,Donovan Smith,KC,T,Penn State,Big Ten Conference,0.0
00-0032398,Chris Moore,TEN,WR,Cincinnati,American Athletic Conference,231.0
00-0032436,Jeff Driskel,CLE,QB,Louisiana Tech,Conference USA,202.0
00-0032543,Alex Erickson,LAC,WR,Wisconsin,Big Ten Conference,156.0
00-0032765,Michael Thomas,NO,WR,Ohio State,Big Ten Conference,944.0
00-0032951,Laquon Treadwell,BAL,WR,Mississippi,Southeastern Conference,154.0
00-0032975,Jonathan Williams,WAS,RB,Arkansas,Southeastern Conference,83.0
00-0033118,Kenyan Drake,GB,RB,Alabama,Southeastern Conference,798.0
00-0033251,Zach Pascal,ARI,WR,Old Dominion,Conference USA,326.0
00-0033275,P.J. Walker,CLE,QB,Temple,American Athletic Conference,81.0
00-0033296,Alex Armah,WAS,RB,West Georgia,Gulf South Conference,33.0
00-0033308,Matt Breida,NYG,RB,Georgia Southern,Sun Belt Conference,451.0
00-0033455,Anthony Firkser,DET,TE,Harvard,Ivy League,170.0
00-0033466,Isaiah McKenzie,IND,WR,Georgia,Southeastern Conference,288.0
00-0033572,Jamal Agnew,JAX,WR,San Diego,Pioneer Football League,177.0
00-0033729,Cameron Johnston,HOU,P,Ohio State,Big Ten Conference,-2.0
00-0033757,Robert Tonyan,CHI,TE,Indiana State,Missouri Valley Football Conference,271.0
00-0033856,Leonard Fournette,BUF,RB,Louisiana State,Southeastern Conference,1061.0
00-0033936,C.J. Beathard,JAX,QB,Iowa,Big Ten Conference,238.0
00-0033958,Nathan Peterman,CHI,QB,Pittsburgh,Atlantic Coast Conference,31.0
00-0034171,Jason Cabinda,DET,FB,Penn State,Big Ten Conference,11.0
00-0034193,Kevin Rader,TEN,TE,Youngstown State,Missouri Valley Football Conference,1.0
00-0034279,Equanimeous St. Brown,CHI,WR,Notre Dame,Independent,114.0
00-0034286,Richie James,KC,WR,Middle Tennessee,Conference USA,194.0
00-0034297,Byron Pringle,WAS,WR,Kansas State,Big Twelve Conference,209.0
00-0034317,Keith Kirkwood,NO,WR,Temple,American Athletic Conference,54.0
00-0034414,Boston Scott,PHI,RB,Louisiana Tech,Conference USA,319.0
00-0034433,Nick Bawden,NYJ,FB,San Diego State,Mountain West Conference,12.0
00-0034437,Logan Cooke,JAX,P,Mississippi State,Southeastern Conference,1.0
00-0034438,Logan Woodside,ATL,QB,Toledo,Mid-American Conference,0.0
00-0034490,Ezekiel Turner,ARI,ILB,Washington,Pacific Twelve Conference,2.0
00-0034575,David Wells,TB,TE,San Diego State,Mountain West Conference,-1.0
00-0034681,Chase Edmonds,TB,RB,Fordham,Patriot League,421.0
00-0034750,Rashaad Penny,PHI,RB,San Diego State,Mountain West Conference,302.0
00-0034764,Michael Gallup,DAL,WR,Colorado State,Mountain West Conference,543.0
00-0034838,Royce Freeman,LA,RB,Oregon,Pacific Twelve Conference,294.0
00-0034955,Brett Rypien,LA,QB,Boise State,Mountain West Conference,36.0
00-0034983,Hunter Renfrow,LV,WR,Clemson,Atlantic Coast Conference,388.0
00-0035045,D.J. Montgomery,IND,WR,Austin Peay,Ohio Valley Conference,15.0
00-0035099,Khari Blasingame,CHI,FB,Vanderbilt,Southeastern Conference,11.0
00-0035120,Keelan Doss,LAC,WR,California-Davis,Big Sky Conference,16.0
00-0035133,Keisean Nixon,GB,CB,South Carolina,Southeastern Conference,7.0
00-0035164,Cody Thompson,SEA,WR,Toledo,Mid-American Conference,1.0
00-0035184,Devine Ozigbo,DET,RB,Nebraska,Big Ten Conference,11.0
00-0035215,Deonte Harty,BUF,WR,Assumption,Northeast-10 Conference,165.0
00-0035259,Trevon Wesco,TEN,TE,West Virginia,Big Twelve Conference,15.0
00-0035282,Easton Stick,LAC,QB,North Dakota State,Missouri Valley Football Conference,67.0
00-0035291,Trayveon Williams,CIN,RB,Texas A&amp;M,Southeastern Conference,36.0
00-0035329,Donald Parham,LAC,TE,Stetson University,Pioneer Football League,146.0
00-0035414,Jalen Guyton,LAC,WR,North Texas,Conference USA,156.0
00-0035480,Malik Taylor,NYJ,WR,Ferris State,Great Lakes Intercollegiate Athletic Conference,16.0
00-0035527,Andy Isabella,BUF,WR,Massachusetts,Mid-American Conference,63.0
00-0035562,Jesper Horsted,LV,TE,Princeton,Ivy League,31.0
00-0035593,Juwann Winfree,IND,WR,Colorado,Pacific Twelve Conference,5.0
00-0035632,Amani Hooker,TEN,FS,Iowa,Big Ten Conference,4.0
00-0035643,Jeffery Simmons,TEN,DT,Mississippi State,Southeastern Conference,6.0
00-0035645,Gunner Olszewski,NYG,WR,Bemidji State,Northern Sun Intercollegiate Conference,41.0
00-0035657,Damien Harris,BUF,RB,Alabama,Southeastern Conference,374.0
00-0035664,Darrell Henderson,LA,RB,Memphis,American Athletic Conference,361.0
00-0035688,Trey Pipkins,LAC,T,Sioux Falls,Northern Sun Intercollegiate Conference,2.0
00-0035703,Miles Boykin,PIT,WR,Notre Dame,Independent,96.0
00-0035715,Derrick Gore,WAS,RB,Louisiana-Monroe,Sun Belt Conference,51.0
00-0035726,Jakob Johnson,LV,FB,Tennessee,Southeastern Conference,16.0
00-0035771,Mitchell Wilcox,CIN,TE,South Florida,American Athletic Conference,29.0
00-0035831,James Robinson,GB,RB,Illinois State,Missouri Valley Football Conference,421.0
00-0035859,Blake Gillikin,ARI,P,Penn State,Big Ten Conference,1.0
00-0035889,Tommy Townsend,KC,P,Florida,Southeastern Conference,1.0
00-0035934,Trishton Jackson,MIN,WR,Syracuse,Atlantic Coast Conference,2.0
00-0035956,Giovanni Ricci,CAR,TE,Western Michigan,Mid-American Conference,10.0
00-0036020,Salvon Ahmed,MIA,RB,Washington,Pacific Twelve Conference,129.0
00-0036032,Sean McKeon,DAL,TE,Michigan,Big Ten Conference,9.0
00-0036124,Khalil Dorsey,DET,CB,Northern Arizona,Big Sky Conference,3.0
00-0036132,Ben Bredeson,NYG,G,Michigan,Big Ten Conference,0.0
00-0036145,Lawrence Cager,NYG,TE,Georgia,Southeastern Conference,32.0
00-0036233,Donovan Peoples-Jones,DET,WR,Michigan,Big Ten Conference,244.0
00-0036265,AJ Dillon,GB,RB,Boston College,Atlantic Coast Conference,439.0
00-0036269,La'Mical Perine,KC,RB,Florida,Southeastern Conference,55.0
00-0036271,Quez Watkins,PHI,WR,Southern Mississippi,Conference USA,166.0
00-0036287,Noah Igbinoghene,DAL,CB,Auburn,Southeastern Conference,6.0
00-0036313,Braden Mann,PHI,P,Texas A&amp;M,Southeastern Conference,2.0
00-0036326,Chase Claypool,MIA,WR,Notre Dame,Independent,353.0
00-0036336,Anthony McFarland,PIT,RB,Maryland,Big Ten Conference,23.0
00-0036364,Lynn Bowden,NO,WR,Kentucky,Southeastern Conference,37.0
00-0036423,Albert Okwuegbunam,PHI,TE,Missouri,Southeastern Conference,76.0
00-0036424,Brycen Hopkins,LA,TE,Purdue,Big Ten Conference,24.0
00-0036482,Mike Strachan,CAR,WR,"Charleston, W. Va.",Mountain East Conference,13.0
00-0036493,Deon Jackson,NYG,RB,Duke,Atlantic Coast Conference,62.0
00-0036504,Brandin Echols,NYJ,CB,Kentucky,Southeastern Conference,1.0
00-0036567,Elijah Mitchell,SF,RB,Louisiana-Lafayette,Sun Belt Conference,278.0
00-0036569,Gary Brightwell,NYG,RB,Arizona,Pacific Twelve Conference,32.0
00-0036648,Nick Niemann,LAC,ILB,Iowa,Big Ten Conference,0.0
00-0036672,Grant Stuard,IND,MLB,Houston,American Athletic Conference,6.0
00-0036857,Chris Evans,CIN,RB,Michigan,Big Ten Conference,47.0
00-0036860,Jake Funk,IND,RB,Maryland,Big Ten Conference,3.0
00-0036888,Damar Hamlin,BUF,SS,Pittsburgh,Atlantic Coast Conference,0.0
00-0036936,Rondale Moore,ARI,WR,Purdue,Big Ten Conference,172.0
00-0036982,Chauncey Golston,DAL,DE,Iowa,Big Ten Conference,8.0
00-0036991,Amari Rodgers,IND,WR,Clemson,Atlantic Coast Conference,32.0
00-0037013,Zach Wilson,NYJ,QB,Brigham Young,Independent,369.0
00-0037078,Cole Turner,WAS,TE,Nevada,Mountain West Conference,14.0
00-0037098,Samori Toure,GB,WR,Nebraska,Big Ten Conference,24.0
00-0037157,Bam Knight,DET,RB,North Carolina State,Atlantic Coast Conference,48.0
00-0037273,Kyle Philips,TEN,WR,UCLA,Pacific Twelve Conference,25.0
00-0037277,Teagan Quitoriano,HOU,TE,Oregon State,Pacific Twelve Conference,26.0
00-0037282,James Mitchell,DET,TE,Virginia Tech,Atlantic Coast Conference,20.0
00-0037286,Kevin Harris,NE,RB,South Carolina,Southeastern Conference,29.0
00-0037289,Malcolm Rodriguez,DET,ILB,Oklahoma State,Big Twelve Conference,0.0
00-0037299,Keaontay Ingram,ARI,RB,Southern California,Pacific Twelve Conference,24.0
00-0037311,Ko Kieft,TB,TE,Minnesota,Big Ten Conference,20.0
00-0037317,Nick Muse,MIN,TE,South Carolina,Southeastern Conference,2.0
00-0037410,Jashaun Corbin,NYG,RB,Florida State,Atlantic Coast Conference,1.0
00-0037420,Kwamie Lassiter,CIN,WR,Kansas,Big Twelve Conference,0.0
00-0037451,Rod Williams,PIT,TE,Tennessee-Martin,Ohio Valley Conference,0.0
00-0037506,Cole Fotheringham,LV,TE,Utah,Pacific Twelve Conference,0.0
00-0037607,Ryan Stonehouse,TEN,P,Colorado State,Mountain West Conference,-3.0
00-0038045,Isaiah Spiller,LAC,RB,Texas A&amp;M,Southeastern Conference,18.0
00-0038389,Israel Abanikanda,NYJ,RB,Pittsburgh,Atlantic Coast Conference,11.0
00-0038391,Sean Clifford,GB,QB,Penn State,Big Ten Conference,1.0
00-0038397,Evan Hull,IND,RB,Northwestern,Big Ten Conference,0.0
00-0038490,Ty Zentner,TEN,P,Kansas State,Big Twelve Conference,0.0
00-0038492,Jason Brownlee,NYJ,WR,Southern Mississippi,Conference USA,11.0
00-0038598,Jaren Hall,MIN,QB,Brigham Young,Independent,2.0
00-0038612,A.T. Perry,NO,WR,Wake Forest,Atlantic Coast Conference,48.0
00-0038627,Antoine Green,DET,WR,North Carolina,Atlantic Coast Conference,0.0
00-0038632,Colton Dowell,TEN,WR,Tennessee-Martin,Ohio Valley Conference,0.0
00-0038667,Elijah Cooks,JAX,WR,San Jose State,Mountain West Conference,3.0
00-0038862,Elijah Dotson,LAC,RB,Northern Colorado,Big Sky Conference,1.0
00-0038891,Shedrick Jackson,CIN,WR,Auburn,Southeastern Conference,0.0
00-0038911,Malik Cunningham,NE,WR,Louisville,Atlantic Coast Conference,0.0
00-0039136,Zach Evans,LA,RB,Mississippi,Southeastern Conference,1.0
00-0023459,Aaron Rodgers,NYJ,QB,California,Pacific Ten Conference,5265.0
00-0024243,Marcedes Lewis,CHI,TE,UCLA,Pacific Ten Conference,768.0
00-0026158,Joe Flacco,IND,QB,Delaware,Colonial Athletic Association,2898.0
00-0026300,Josh Johnson,BAL,QB,San Diego,Pioneer Football League,161.0
00-0026498,Matthew Stafford,LA,QB,Georgia,Southeastern Conference,3909.0
00-0027973,Andy Dalton,CAR,QB,Texas Christian,Mountain West Conference,2572.0
00-0028118,Tyrod Taylor,NYJ,QB,Virginia Tech,Atlantic Coast Conference,1051.0
00-0028872,Johnny Hekker,CAR,P,Oregon State,Pacific Twelve Conference,8.0
00-0028899,Rodney McLeod,CLE,FS,Virginia,Atlantic Coast Conference,8.0
00-0029263,Russell Wilson,PIT,QB,Wisconsin,Big Ten Conference,4029.0
00-0029604,Kirk Cousins,ATL,QB,Michigan State,Big Ten Conference,2846.0
